"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.738888888888889 0.638766519823789 0.807575757575758 0.939169139465875 0.828148148148148 1
1 0.261111111111111 0.799691833590139 0.939169139465875 0.825701624815362 1 1
1 0.261111111111111 0.799691833590139 0.939169139465875 0.171344165435746 1 1
1 0.261111111111111 0.799691833590139 0.939169139465875 0.00295420974889217 0.612654320987654 1
1 0.738888888888889 0.638766519823789 0.807575757575758 0.0593471810089021 0.558610709117221 1
1 0.738888888888889 0.638766519823789 0.807575757575758 0.00148367952522255 0.834575260804769 1
1 0.738888888888889 0.638766519823789 0.807575757575758 0.00148367952522255 0.165424739195231 1
1 0.738888888888889 0.638766519823789 0.807575757575758 0.0593471810089021 0.441389290882779 1
1 0.261111111111111 0.799691833590139 0.939169139465875 0.00295420974889217 0.387345679012346 1
1 0.738888888888889 0.638766519823789 0.807575757575758 0.939169139465875 0.171851851851852 1
