"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.722306525037936 0.619326500732064 0.857142857142857 0.942222222222222 0.932917316692668 1
1 0.277693474962064 0.762917933130699 0.940828402366864 0.931464174454829 1 1
1 0.277693474962064 0.762917933130699 0.940828402366864 0.0669781931464174 1 1
1 0.277693474962064 0.762917933130699 0.940828402366864 0.00155763239875389 0.594679186228482 1
1 0.722306525037936 0.619326500732064 0.857142857142857 0.0562962962962963 0.558106169296987 1
1 0.722306525037936 0.619326500732064 0.857142857142857 0.00148148148148148 0.807453416149068 1
1 0.722306525037936 0.619326500732064 0.857142857142857 0.00148148148148148 0.192546583850932 1
1 0.722306525037936 0.619326500732064 0.857142857142857 0.0562962962962963 0.441893830703013 1
1 0.277693474962064 0.762917933130699 0.940828402366864 0.00155763239875389 0.405320813771518 1
1 0.722306525037936 0.619326500732064 0.857142857142857 0.942222222222222 0.0670826833073323 1
