"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.281083584266133 0.281083584266133
94 "143" "90" "150" "13" "152" 140 0.171166801184743 0.171166801184743
94 "143" "90" "150" "152" "13" 140 0.0289095848336538 0.0289095848336538
94 "143" "90" "150" "140" "152" 13 0.000165491069656837 0.000165491069656837
94 "140" "143" "90" "13" "150" 152 0.0126878751694757 0.0126878751694757
94 "140" "143" "90" "13" "152" 150 0.0100459268694049 0.0100459268694049
94 "143" "90" "150" "140" "13" 152 0.00012119038331793 0.00012119038331793
94 "143" "90" "150" "152" "140" 13 4.52419167975803e-05 4.52419167975803e-05
94 "143" "90" "150" "13" "140" 152 0.000268707694167571 0.000268707694167571
94 "140" "143" "90" "150" "152" 13 0.047473983295785 0.047473983295785
