"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.714714714714715 0.628440366972477 0.862015503875969 0.966616084977238 0.922480620155039 1
1 0.282282282282282 0.74375 0.966616084977238 0.915384615384615 1 1
1 0.282282282282282 0.74375 0.966616084977238 0.0769230769230769 1 1
1 0.282282282282282 0.74375 0.966616084977238 0.00769230769230769 0.644904458598726 1
1 0.714714714714715 0.628440366972477 0.862015503875969 0.031866464339909 0.557636887608069 1
1 0.714714714714715 0.628440366972477 0.862015503875969 0.00151745068285281 0.785498489425982 1
1 0.714714714714715 0.628440366972477 0.862015503875969 0.00151745068285281 0.214501510574018 1
1 0.714714714714715 0.628440366972477 0.862015503875969 0.031866464339909 0.442363112391931 1
1 0.282282282282282 0.74375 0.966616084977238 0.00769230769230769 0.355095541401274 1
1 0.714714714714715 0.628440366972477 0.862015503875969 0.966616084977238 0.0775193798449612 1
