"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.345241617672442 0.345241617672442
94 "143" "90" "150" "13" "152" 140 0.185766853727779 0.185766853727779
94 "143" "90" "150" "152" "13" 140 0.0156106599771243 0.0156106599771243
94 "143" "90" "150" "140" "152" 13 0.00100673842209162 0.00100673842209162
94 "140" "143" "90" "13" "150" 152 0.00688013957573948 0.00688013957573948
94 "140" "143" "90" "152" "13" 150 0.00046150011507144 0.00046150011507144
94 "140" "143" "90" "152" "150" 13 0.000126025031423355 0.000126025031423355
94 "140" "143" "90" "13" "152" 150 0.00545788850065122 0.00545788850065122
94 "143" "90" "150" "140" "13" 152 0.000554327575620816 0.000554327575620816
94 "140" "143" "90" "150" "152" 13 0.029011900644743 0.029011900644743
