"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.325821352708599 0.325821352708599
94 "143" "90" "150" "13" "152" 140 0.207399173025619 0.207399173025619
94 "143" "90" "150" "152" "13" 140 0.0173121179487161 0.0173121179487161
94 "143" "90" "150" "140" "13" 152 0.000173939074823321 0.000173939074823321
94 "140" "143" "90" "13" "150" 152 0.0137694762747015 0.0137694762747015
94 "140" "143" "90" "152" "13" 150 0.000448346386670872 0.000448346386670872
94 "140" "143" "90" "152" "150" 13 0.000137090529770517 0.000137090529770517
94 "140" "143" "90" "13" "152" 150 0.0108188742158369 0.0108188742158369
94 "143" "90" "150" "140" "152" 13 0.000172303284151002 0.000172303284151002
94 "140" "143" "90" "150" "152" 13 0.0271971079055591 0.0271971079055591
