"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.735820895522388 0.629411764705882 0.827178729689808 0.973926380368098 0.932917316692668 1
1 0.264179104477612 0.749613601236476 0.970948012232416 0.931464174454829 1 1
1 0.264179104477612 0.749613601236476 0.970948012232416 0.0669781931464174 1 1
1 0.264179104477612 0.749613601236476 0.970948012232416 0.00155763239875389 0.574652777777778 1
1 0.735820895522388 0.629411764705882 0.827178729689808 0.0230061349693252 0.561327561327561 1
1 0.735820895522388 0.629411764705882 0.827178729689808 0.00306748466257669 0.807453416149068 1
1 0.735820895522388 0.629411764705882 0.827178729689808 0.00306748466257669 0.192546583850932 1
1 0.735820895522388 0.629411764705882 0.827178729689808 0.0230061349693252 0.438672438672439 1
1 0.264179104477612 0.749613601236476 0.970948012232416 0.00155763239875389 0.425347222222222 1
1 0.735820895522388 0.629411764705882 0.827178729689808 0.973926380368098 0.0670826833073323 1
