"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.296453377699183 0.296453377699183
94 "143" "90" "150" "13" "152" 140 0.161925395529741 0.161925395529741
94 "143" "90" "150" "152" "13" 140 0.0336016920956172 0.0336016920956172
94 "143" "90" "150" "140" "152" 13 0.000354934859566837 0.000354934859566837
94 "140" "143" "90" "13" "150" 152 0.0126361247982656 0.0126361247982656
94 "140" "143" "90" "152" "13" 150 0.00047196540349807 0.00047196540349807
94 "140" "143" "90" "152" "150" 13 9.35502853362245e-05 9.35502853362245e-05
94 "140" "143" "90" "13" "152" 150 0.00998450275510621 0.00998450275510621
94 "143" "90" "150" "140" "13" 152 0.000224404659323114 0.000224404659323114
94 "140" "143" "90" "150" "152" 13 0.0615180533329253 0.0615180533329253
