"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.679331306990882 0.613095238095238 0.825 0.93343653250774 0.873177842565598 1
1 0.320668693009119 0.697456492637216 0.930555555555556 0.871906841339156 1 1
1 0.320668693009119 0.697456492637216 0.930555555555556 0.126637554585153 1 1
1 0.320668693009119 0.697456492637216 0.930555555555556 0.00145560407569141 0.57312925170068 1
1 0.679331306990882 0.613095238095238 0.825 0.065015479876161 0.560407569141194 1
1 0.679331306990882 0.613095238095238 0.825 0.00154798761609907 0.765832106038292 1
1 0.679331306990882 0.613095238095238 0.825 0.00154798761609907 0.234167893961708 1
1 0.679331306990882 0.613095238095238 0.825 0.065015479876161 0.439592430858806 1
1 0.320668693009119 0.697456492637216 0.930555555555556 0.00145560407569141 0.42687074829932 1
1 0.679331306990882 0.613095238095238 0.825 0.93343653250774 0.126822157434402 1
