"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.2942984081203 0.2942984081203
94 "143" "90" "150" "13" "152" 140 0.161283976592807 0.161283976592807
94 "143" "90" "150" "152" "13" 140 0.033817607995266 0.033817607995266
94 "143" "90" "150" "140" "152" 13 0.00104377830634988 0.00104377830634988
94 "140" "143" "90" "13" "150" 152 0.0132715701991916 0.0132715701991916
94 "140" "143" "90" "152" "13" 150 0.00047954335866731 0.00047954335866731
94 "140" "143" "90" "152" "150" 13 8.73453974715457e-05 8.73453974715457e-05
94 "140" "143" "90" "13" "152" 150 0.00997086880250146 0.00997086880250146
94 "143" "90" "150" "140" "13" 152 0.00069045800109966 0.00069045800109966
94 "140" "143" "90" "150" "152" 13 0.0617077307349015 0.0617077307349015
