"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.708628005657709 0.648011782032401 0.818456883509834 0.93562874251497 0.835820895522388 1
1 0.291371994342291 0.8125 0.898107714701601 0.832095096582467 1 1
1 0.291371994342291 0.8125 0.898107714701601 0.163447251114413 1 1
1 0.291371994342291 0.8125 0.898107714701601 0.00445765230312036 0.603418803418803 1
1 0.708628005657709 0.648011782032401 0.818456883509834 0.062874251497006 0.57593984962406 1
1 0.708628005657709 0.648011782032401 0.818456883509834 0.00149700598802395 0.861325115562404 1
1 0.708628005657709 0.648011782032401 0.818456883509834 0.00149700598802395 0.138674884437596 1
1 0.708628005657709 0.648011782032401 0.818456883509834 0.062874251497006 0.42406015037594 1
1 0.291371994342291 0.8125 0.898107714701601 0.00445765230312036 0.396581196581197 1
1 0.708628005657709 0.648011782032401 0.818456883509834 0.93562874251497 0.164179104477612 1
