"sender" "receiver" "channel" "packetnum" "rssi"
2 3 23 17 -56
2 3 23 18 -60
2 3 23 19 -56
2 3 23 20 -53
2 3 23 21 -58
2 3 23 22 -54
2 3 23 23 -53
2 3 23 24 -54
2 3 23 25 -59
2 3 23 26 -52
2 3 23 27 -66
2 3 23 28 -60
2 3 23 29 -61
2 3 23 30 -58
2 3 23 31 -51
2 3 23 32 -55
2 3 23 33 -56
2 3 23 34 -54
2 3 23 35 -62
2 3 23 36 -57
2 3 23 37 -54
2 3 23 38 -56
2 3 23 39 -51
2 3 23 40 -64
2 3 24 1 -55
2 3 24 2 -53
2 3 24 3 -72
2 3 24 4 -71
2 3 24 5 -59
2 3 24 6 -49
2 3 24 7 -59
2 3 24 8 -56
2 3 24 9 -55
2 3 24 10 -49
2 3 24 11 -62
2 3 24 12 -62
2 3 24 13 -57
2 3 24 14 -58
2 3 24 15 -59
2 3 24 16 -62
2 3 24 17 -59
2 3 24 18 -54
2 3 24 19 -56
2 3 24 20 -59
2 3 24 21 -59
2 3 24 22 -55
2 3 24 23 -52
2 3 24 24 -63
2 3 24 25 -69
2 3 24 26 -59
2 3 24 27 -61
2 3 24 28 -66
2 3 24 29 -60
2 3 24 30 -62
2 3 24 31 -53
2 3 24 32 -65
2 3 24 33 -57
2 3 24 34 -60
2 3 24 35 -62
2 3 24 36 -58
2 3 24 37 -58
2 3 24 38 -55
2 3 24 39 -64
2 3 24 40 -63
2 3 25 1 -60
2 3 25 2 -58
2 3 25 3 -67
2 3 25 4 -52
2 3 25 5 -58
2 3 25 6 -54
2 3 25 7 -56
2 3 25 8 -60
2 3 25 9 -57
2 3 25 10 -63
2 3 25 11 -56
2 3 25 12 -61
2 3 25 13 -57
2 3 25 14 -55
2 3 25 15 -64
2 3 25 16 -59
2 3 25 17 -55
2 3 25 18 -56
2 3 25 19 -67
2 3 25 20 -63
2 3 25 21 -57
2 3 25 22 -63
2 3 25 23 -59
2 3 25 24 -67
2 3 25 25 -62
2 3 25 26 -56
2 3 25 27 -59
2 3 25 28 -59
2 3 25 29 -59
2 3 25 30 -61
2 3 25 31 -61
2 3 25 32 -57
2 3 25 33 -56
2 3 25 34 -58
2 3 25 35 -51
2 3 25 36 -64
2 3 25 37 -59
2 3 25 38 -54
2 3 25 39 -58
2 3 25 40 -55
2 3 26 1 -52
2 3 26 2 -81
2 3 26 3 -60
2 3 26 4 -61
2 3 26 5 -64
2 3 26 6 -56
2 3 26 7 -58
2 3 26 8 -57
2 3 26 9 -59
2 3 26 10 -58
2 3 26 11 -55
2 3 26 12 -65
2 3 26 13 -56
2 3 26 14 -52
2 3 26 15 -65
2 3 26 16 -56
2 3 26 17 -64
2 3 26 18 -59
2 3 26 19 -65
2 3 26 20 -61
2 3 26 21 -71
2 3 26 22 -59
2 3 26 23 -64
2 3 26 24 -56
2 3 26 25 -58
2 3 26 26 -57
2 3 26 27 -54
2 3 26 28 -58
2 3 26 29 -57
2 3 26 30 -62
2 3 26 31 -64
2 3 26 32 -58
2 3 26 33 -61
2 3 26 34 -53
2 3 26 35 -60
2 3 26 36 -58
2 3 26 37 -53
2 3 26 38 -57
2 3 26 39 -66
2 3 26 40 -59
2 4 11 1 -58
2 4 11 2 -62
2 4 11 3 -52
2 4 11 4 -57
2 4 11 5 -49
2 4 11 6 -49
2 4 11 7 -46
2 4 11 8 -52
2 4 11 9 -54
2 4 11 10 -50
2 4 11 11 -47
2 4 11 12 -58
2 4 11 13 -63
2 4 11 14 -54
2 4 11 15 -52
2 4 11 16 -48
2 4 11 17 -54
2 4 11 18 -53
2 4 11 19 -63
2 4 11 20 -52
2 4 11 21 -56
2 4 11 22 -50
2 4 11 23 -52
2 4 11 24 -45
2 4 11 25 -55
2 4 11 26 -47
2 4 11 27 -64
2 4 11 28 -49
2 4 11 29 -49
2 4 11 30 -59
2 4 11 31 -55
2 4 11 32 -58
2 4 11 33 -52
2 4 11 34 -51
2 4 11 35 -47
2 4 11 36 -57
2 4 11 37 -61
2 4 11 38 -48
2 4 11 39 -56
2 4 11 40 -48
2 4 12 1 -61
2 4 12 2 -51
2 4 12 3 -46
2 4 12 4 -49
2 4 12 5 -50
2 4 12 6 -55
2 4 12 7 -51
2 4 12 8 -61
2 4 12 9 -53
2 4 12 10 -58
2 4 12 11 -60
2 4 12 12 -49
2 4 12 13 -63
2 4 12 14 -54
2 4 12 15 -46
2 4 12 16 -48
2 4 12 17 -58
2 4 12 18 -58
2 4 12 19 -62
2 4 12 20 -50
2 4 12 21 -53
2 4 12 22 -53
2 4 12 23 -62
2 4 12 24 -48
2 4 12 25 -45
2 4 12 26 -46
2 4 12 27 -48
2 4 12 28 -53
2 4 12 29 -46
2 4 12 30 -56
2 4 12 31 -53
2 4 12 32 -59
2 4 12 33 -54
2 4 12 34 -51
2 4 12 35 -49
2 4 12 36 -53
2 4 12 37 -42
2 4 12 38 -49
2 4 12 39 -58
2 4 12 40 -48
2 4 13 1 -50
2 4 13 2 -46
2 4 13 3 -48
2 4 13 4 -54
2 4 13 5 -47
2 4 13 6 -45
2 4 13 7 -54
2 4 13 8 -49
2 4 13 9 -49
2 4 13 10 -58
2 4 13 11 -53
2 4 13 12 -56
2 4 13 13 -47
2 4 13 14 -45
2 4 13 15 -52
2 4 13 16 -65
2 4 13 17 -51
2 4 13 18 -60
2 4 13 19 -53
2 4 13 20 -47
2 4 13 21 -52
2 4 13 22 -53
2 4 13 23 -54
2 4 13 24 -61
2 4 13 25 -72
2 4 13 26 -51
2 4 13 27 -50
2 4 13 28 -45
2 4 13 29 -52
2 4 13 30 -49
2 4 13 31 -62
2 4 13 32 -62
2 4 13 33 -52
2 4 13 34 -50
2 4 13 35 -48
2 4 13 36 -66
2 4 13 37 -49
2 4 13 38 -52
2 4 13 39 -58
2 4 13 40 -48
2 4 14 1 -49
2 4 14 2 -54
2 4 14 3 -55
2 4 14 4 -51
2 4 14 5 -51
2 4 14 6 -52
2 4 14 7 -54
2 4 14 8 -62
2 4 14 9 -49
2 4 14 10 -59
2 4 14 11 -50
2 4 14 12 -57
2 4 14 13 -52
2 4 14 14 -47
2 4 14 15 -51
2 4 14 16 -59
2 4 14 17 -52
2 4 14 18 -54
2 4 14 19 -51
2 4 14 20 -60
2 4 14 21 -60
2 4 14 22 -55
2 4 14 23 -57
2 4 14 24 -67
2 4 14 25 -47
2 4 14 26 -48
2 4 14 27 -50
2 4 14 28 -47
2 4 14 29 -47
2 4 14 30 -53
2 4 14 31 -52
2 4 14 32 -50
2 4 14 33 -46
2 4 14 34 -49
2 4 14 35 -49
2 4 14 36 -61
2 4 14 37 -45
2 4 14 38 -47
2 4 14 39 -54
2 4 14 40 -52
2 4 15 1 -55
2 4 15 2 -46
2 4 15 3 -47
2 4 15 4 -48
2 4 15 5 -52
2 4 15 6 -46
2 4 15 7 -52
2 4 15 8 -44
2 4 15 9 -53
2 4 15 10 -48
2 4 15 11 -52
2 4 15 12 -60
2 4 15 13 -62
2 4 15 14 -47
2 4 15 15 -56
2 4 15 16 -53
2 4 15 17 -56
2 4 15 18 -64
2 4 15 19 -52
2 4 15 20 -57
2 4 15 21 -55
2 4 15 22 -55
2 4 15 23 -55
2 4 15 24 -48
2 4 15 25 -61
2 4 15 26 -53
2 4 15 27 -48
2 4 15 28 -44
2 4 15 29 -50
2 4 15 30 -50
2 4 15 31 -49
2 4 15 32 -54
2 4 15 33 -48
2 4 15 34 -61
2 4 15 35 -50
2 4 15 36 -52
2 4 15 37 -60
2 4 15 38 -46
2 4 15 39 -61
2 4 15 40 -50
2 4 16 1 -54
2 4 16 2 -63
2 4 16 3 -51
2 4 16 4 -62
2 4 16 5 -49
2 4 16 6 -48
2 4 16 7 -61
2 4 16 8 -81
2 4 16 9 -51
2 4 16 10 -47
2 4 16 11 -52
2 4 16 12 -47
2 4 16 13 -46
2 4 16 14 -54
2 4 16 15 -49
2 4 16 16 -58
2 4 16 17 -57
2 4 16 18 -51
2 4 16 19 -48
2 4 16 20 -57
2 4 16 21 -53
2 4 16 22 -45
2 4 16 23 -50
2 4 16 24 -59
2 4 16 25 -55
2 4 16 26 -53
2 4 16 27 -74
2 4 16 28 -46
2 4 16 29 -52
2 4 16 30 -44
2 4 16 31 -45
2 4 16 32 -54
2 4 16 33 -50
2 4 16 34 -64
2 4 16 35 -56
2 4 16 36 -54
2 4 16 37 -47
2 4 16 38 -49
2 4 16 39 -58
2 4 16 40 -45
2 4 17 1 -45
2 4 17 2 -52
2 4 17 3 -57
2 4 17 4 -47
2 4 17 5 -56
2 4 17 6 -56
2 4 17 7 -56
2 4 17 8 -60
2 4 17 9 -49
2 4 17 10 -53
2 4 17 11 -52
2 4 17 12 -48
2 4 17 13 -58
2 4 17 14 -66
2 4 17 15 -51
2 4 17 16 -51
2 4 17 17 -47
2 4 17 18 -48
2 4 17 19 -56
2 4 17 20 -53
2 4 17 21 -49
2 4 17 22 -54
2 4 17 23 -54
2 4 17 24 -45
2 4 17 25 -53
2 4 17 26 -47
2 4 17 27 -51
2 4 17 28 -52
2 4 17 29 -50
2 4 17 30 -50
2 4 17 31 -48
2 4 17 32 -48
2 4 17 33 -55
2 4 17 34 -48
2 4 17 35 -58
2 4 17 36 -47
2 4 17 37 -46
2 4 17 38 -52
2 4 17 39 -50
2 4 17 40 -50
2 4 18 1 -73
2 4 18 2 -47
2 4 18 3 -49
2 4 18 4 -55
2 4 18 5 -51
2 4 18 6 -59
2 4 18 7 -51
2 4 18 8 -55
2 4 18 9 -49
2 4 18 10 -56
2 4 18 11 -55
2 4 18 12 -46
2 4 18 13 -48
2 4 18 14 -57
2 4 18 15 -59
2 4 18 16 -49
2 4 18 17 -46
2 4 18 18 -59
2 4 18 19 -55
2 4 18 20 -62
2 4 18 21 -54
2 4 18 22 -57
2 4 18 23 -52
2 4 18 24 -59
2 4 18 25 -51
2 4 18 26 -53
2 4 18 27 -50
2 4 18 28 -63
2 4 18 29 -57
2 4 18 30 -50
2 4 18 31 -50
2 4 18 32 -52
2 4 18 33 -48
2 4 18 34 -48
2 4 18 35 -68
2 4 18 36 -51
2 4 18 37 -76
2 4 18 38 -50
2 4 18 39 -62
2 4 18 40 -59
2 4 19 1 -65
2 4 19 2 -56
2 4 19 3 -52
2 4 19 4 -58
2 4 19 5 -42
2 4 19 6 -56
2 4 19 7 -72
2 4 19 8 -49
2 4 19 9 -57
2 4 19 10 -47
2 4 19 11 -58
2 4 19 12 -61
2 4 19 13 -51
2 4 19 14 -60
2 4 19 15 -73
2 4 19 16 -47
2 4 19 17 -66
2 4 19 18 -53
2 4 19 19 -47
2 4 19 20 -55
2 4 19 21 -46
2 4 19 22 -67
2 4 19 23 -51
2 4 19 24 -51
2 4 19 25 -58
2 4 19 26 -47
2 4 19 27 -54
2 4 19 28 -45
2 4 19 29 -57
2 4 19 30 -57
2 4 19 31 -47
2 4 19 32 -64
2 4 19 33 -51
2 4 19 34 -48
2 4 19 35 -52
2 4 19 36 -59
2 4 19 37 -62
2 4 19 38 -47
2 4 19 39 -47
2 4 19 40 -51
2 4 20 1 -52
2 4 20 2 -58
2 4 20 3 -64
2 4 20 4 -49
2 4 20 5 -52
2 4 20 6 -46
2 4 20 7 -51
2 4 20 8 -47
2 4 20 9 -51
2 4 20 10 -51
2 4 20 11 -47
2 4 20 12 -51
2 4 20 13 -60
2 4 20 14 -52
2 4 20 15 -53
2 4 20 16 -54
2 4 20 17 -49
2 4 20 18 -48
2 4 20 19 -57
2 4 20 20 -58
2 4 20 21 -52
2 4 20 22 -51
2 4 20 23 -59
2 4 20 24 -48
2 4 20 25 -50
2 4 20 26 -47
2 4 20 27 -62
2 4 20 28 -47
2 4 20 29 -56
2 4 20 30 -50
2 4 20 31 -51
2 4 20 32 -48
2 4 20 33 -52
2 4 20 34 -57
2 4 20 35 -51
2 4 20 36 -53
2 4 20 37 -50
2 4 20 38 -49
2 4 20 39 -49
2 4 20 40 -49
2 4 21 1 -46
2 4 21 2 -57
2 4 21 3 -45
2 4 21 4 -48
2 4 21 5 -53
2 4 21 6 -50
2 4 21 7 -61
2 4 21 8 -60
2 4 21 9 -54
2 4 21 10 -51
2 4 21 11 -55
2 4 21 12 -52
2 4 21 13 -55
2 4 21 14 -59
2 4 21 15 -50
2 4 21 16 -65
2 4 21 17 -56
2 4 21 18 -58
2 4 21 19 -57
2 4 21 20 -69
2 4 21 21 -48
2 4 21 22 -59
2 4 21 23 -57
2 4 21 24 -61
2 4 21 25 -55
2 4 21 26 -52
2 4 21 27 -48
2 4 21 28 -57
2 4 21 29 -52
2 4 21 30 -58
2 4 21 31 -52
2 4 21 32 -73
2 4 21 33 -50
2 4 21 34 -57
2 4 21 35 -55
2 4 21 36 -55
2 4 21 37 -60
2 4 21 38 -47
2 4 21 39 -54
2 4 21 40 -50
2 4 22 1 -58
2 4 22 2 -55
2 4 22 3 -60
2 4 22 4 -48
2 4 22 5 -48
2 4 22 6 -56
2 4 22 7 -51
2 4 22 8 -54
2 4 22 9 -49
2 4 22 10 -58
2 4 22 11 -50
2 4 22 12 -63
2 4 22 13 -50
2 4 22 14 -50
2 4 22 15 -54
2 4 22 16 -47
2 4 22 17 -50
2 4 22 18 -51
2 4 22 19 -47
2 4 22 20 -50
2 4 22 21 -48
2 4 22 22 -56
2 4 22 23 -50
2 4 22 24 -50
2 4 22 25 -53
2 4 22 26 -50
2 4 22 27 -52
2 4 22 28 -55
2 4 22 29 -46
2 4 22 30 -48
2 4 22 31 -49
2 4 22 32 -59
2 4 22 33 -54
2 4 22 34 -47
2 4 22 35 -52
2 4 22 36 -49
2 4 22 37 -47
2 4 22 38 -49
2 4 22 39 -82
2 4 22 40 -63
2 4 23 1 -51
2 4 23 2 -48
2 4 23 3 -51
2 4 23 4 -54
2 4 23 5 -49
2 4 23 6 -62
2 4 23 7 -53
2 4 23 8 -49
2 4 23 9 -49
2 4 23 10 -54
2 4 23 11 -48
2 4 23 12 -58
2 4 23 13 -53
2 4 23 14 -60
2 4 23 15 -50
2 4 23 16 -53
2 4 23 17 -52
2 4 23 18 -52
2 4 23 19 -68
2 4 23 20 -50
2 4 23 21 -55
2 4 23 22 -49
2 4 23 23 -51
2 4 23 24 -46
2 4 23 25 -47
2 4 23 26 -47
2 4 23 27 -47
2 4 23 28 -49
2 4 23 29 -59
2 4 23 30 -53
2 4 23 31 -52
2 4 23 32 -53
2 4 23 33 -50
2 4 23 34 -48
2 4 23 35 -66
2 4 23 36 -50
2 4 23 37 -52
2 4 23 38 -51
2 4 23 39 -56
2 4 23 40 -55
2 4 24 1 -50
2 4 24 2 -66
2 4 24 3 -53
2 4 24 4 -59
2 4 24 5 -48
2 4 24 6 -53
2 4 24 7 -51
2 4 24 8 -52
2 4 24 9 -59
2 4 24 10 -51
2 4 24 11 -45
2 4 24 12 -51
2 4 24 13 -54
2 4 24 14 -57
2 4 24 15 -51
2 4 24 16 -56
2 4 24 17 -47
2 4 24 18 -45
2 4 24 19 -49
2 4 24 20 -65
2 4 24 21 -50
2 4 24 22 -47
2 4 24 23 -68
2 4 24 24 -50
2 4 24 25 -56
2 4 24 26 -54
2 4 24 27 -52
2 4 24 28 -49
2 4 24 29 -50
2 4 24 30 -47
2 4 24 31 -51
2 4 24 32 -51
2 4 24 33 -63
2 4 24 34 -47
2 4 24 35 -55
2 4 24 36 -50
2 4 24 37 -47
2 4 24 38 -48
2 4 24 39 -52
2 4 24 40 -52
2 4 25 1 -57
2 4 25 2 -53
2 4 25 3 -59
2 4 25 4 -57
2 4 25 5 -57
2 4 25 6 -51
2 4 25 7 -53
2 4 25 8 -47
2 4 25 9 -52
2 4 25 10 -50
2 4 25 11 -50
2 4 25 12 -50
2 4 25 13 -54
2 4 25 14 -50
2 4 25 15 -55
2 4 25 16 -49
2 4 25 17 -48
2 4 25 18 -51
2 4 25 19 -49
2 4 25 20 -52
2 4 25 21 -55
2 4 25 22 -47
2 4 25 23 -57
2 4 25 24 -46
2 4 25 25 -49
2 4 25 26 -47
2 4 25 27 -52
2 4 25 28 -47
2 4 25 29 -50
2 4 25 30 -62
2 4 25 31 -67
2 4 25 32 -49
2 4 25 33 -51
2 4 25 34 -60
2 4 25 35 -59
2 4 25 36 -50
2 4 25 37 -52
2 4 25 38 -48
2 4 25 39 -52
2 4 25 40 -50
2 4 26 1 -48
2 4 26 2 -52
2 4 26 3 -49
2 4 26 4 -57
2 4 26 5 -50
2 4 26 6 -64
2 4 26 7 -57
2 4 26 8 -55
2 4 26 9 -51
2 4 26 10 -57
2 4 26 11 -57
2 4 26 12 -58
2 4 26 13 -74
2 4 26 14 -53
2 4 26 15 -47
2 4 26 16 -49
2 4 26 17 -53
2 4 26 18 -44
2 4 26 19 -54
2 4 26 20 -71
2 4 26 21 -48
2 4 26 22 -53
2 4 26 23 -51
2 4 26 24 -51
2 4 26 25 -64
2 4 26 26 -50
2 4 26 27 -56
2 4 26 28 -46
2 4 26 29 -48
2 4 26 30 -52
2 4 26 31 -69
2 4 26 32 -58
2 4 26 33 -62
2 4 26 34 -52
2 4 26 35 -55
2 4 26 36 -51
2 4 26 37 -53
2 4 26 38 -49
2 4 26 39 -52
2 4 26 40 -57
2 5 11 1 -58
2 5 11 2 -52
2 5 11 3 -68
2 5 11 4 -79
2 5 11 5 -59
2 5 11 6 -55
2 5 11 7 -64
2 5 11 8 -66
2 5 11 9 -59
2 5 11 10 -58
2 5 11 11 -60
2 5 11 12 -66
2 5 11 13 -59
2 5 11 14 -61
2 5 11 15 -61
2 5 11 16 -64
2 5 11 17 -60
2 5 11 18 -60
2 5 11 19 -67
2 5 11 20 -57
2 5 11 21 -58
2 5 11 22 -63
2 5 11 23 -56
2 5 11 24 -91
2 5 11 25 -63
2 5 11 26 -86
2 5 11 27 -57
2 5 11 28 -61
2 5 11 29 -61
2 5 11 30 -56
2 5 11 31 -60
2 5 11 32 -62
2 5 11 33 -59
2 5 11 34 -58
2 5 11 35 -55
2 5 11 36 -66
2 5 11 37 -59
2 5 11 38 -65
2 5 11 39 -55
2 5 11 40 -54
2 5 12 1 -64
2 5 12 2 -54
2 5 12 3 -59
2 5 12 4 -65
2 5 12 5 -55
2 5 12 6 -63
2 5 12 7 -59
2 5 12 8 -56
2 5 12 9 -55
2 5 12 10 -68
2 5 12 11 -54
2 5 12 12 -60
2 5 12 13 -61
2 5 12 14 -58
2 5 12 15 -61
2 5 12 16 -62
2 5 12 17 -62
2 5 12 18 -64
2 5 12 19 -69
2 5 12 20 -60
2 5 12 21 -67
2 5 12 22 -57
2 5 12 23 -55
2 5 12 24 -57
2 5 12 25 -61
2 5 12 26 -70
2 5 12 27 -57
2 5 12 28 -57
2 5 12 29 -61
2 5 12 30 -67
2 5 12 31 -63
2 5 12 32 -55
2 5 12 33 -55
2 5 12 34 -62
2 5 12 35 -58
2 5 12 36 -71
2 5 12 37 -62
2 5 12 38 -56
2 5 12 39 -69
2 5 12 40 -61
2 5 13 1 -57
2 5 13 2 -55
2 5 13 3 -55
2 5 13 4 -57
2 5 13 5 -61
2 5 13 6 -55
2 5 13 7 -58
2 5 13 8 -59
2 5 13 9 -59
2 5 13 10 -55
2 5 13 11 -57
2 5 13 12 -59
2 5 13 13 -73
2 5 13 14 -56
2 5 13 15 -56
2 5 13 16 -64
2 5 13 17 -60
2 5 13 18 -76
2 5 13 19 -66
2 5 13 20 -70
2 5 13 21 -61
2 5 13 22 -55
2 5 13 23 -57
2 5 13 24 -64
2 5 13 25 -57
2 5 13 26 -67
2 5 13 27 -65
2 5 13 28 -59
2 5 13 29 -67
2 5 13 30 -60
2 5 13 31 -57
2 5 13 32 -54
2 5 13 33 -70
2 5 13 34 -62
2 5 13 35 -64
2 5 13 36 -61
2 5 13 37 -64
2 5 13 38 -58
2 5 13 39 -56
2 5 13 40 -75
2 5 14 1 -57
2 5 14 2 -67
2 5 14 3 -56
2 5 14 4 -74
2 5 14 5 -59
2 5 14 6 -63
2 5 14 7 -60
2 5 14 8 -61
2 5 14 9 -62
2 5 14 10 -53
2 5 14 11 -58
2 5 14 12 -56
2 5 14 13 -58
2 5 14 14 -61
2 5 14 15 -57
2 5 14 16 -61
2 5 14 17 -70
2 5 14 18 -56
2 5 14 19 -61
2 5 14 20 -62
2 5 14 21 -57
2 5 14 22 -57
2 5 14 23 -55
2 5 14 24 -56
2 5 14 25 -53
2 5 14 26 -71
2 5 14 27 -58
2 5 14 28 -64
2 5 14 29 -53
2 5 14 30 -55
2 5 14 31 -62
2 5 14 32 -60
2 5 14 33 -54
2 5 14 34 -64
2 5 14 35 -58
2 5 14 36 -62
2 5 14 37 -74
2 5 14 38 -57
2 5 14 39 -61
2 5 14 40 -58
2 5 15 1 -56
2 5 15 2 -52
2 5 15 3 -64
2 5 15 4 -57
2 5 15 5 -69
2 5 15 6 -60
2 5 15 7 -54
2 5 15 8 -72
2 5 15 9 -62
2 5 15 10 -57
2 5 15 11 -59
2 5 15 12 -58
2 5 15 13 -60
2 5 15 14 -59
2 5 15 15 -66
2 5 15 16 -64
2 5 15 17 -66
2 5 15 18 -62
2 5 15 19 -60
2 5 15 20 -74
2 5 15 21 -73
2 5 15 22 -65
2 5 15 23 -78
2 5 15 24 -65
2 5 15 25 -57
2 5 15 26 -58
2 5 15 27 -59
2 5 15 28 -55
2 5 15 29 -58
2 5 15 30 -58
2 5 15 31 -61
2 5 15 32 -67
2 5 15 33 -56
2 5 15 34 -58
2 5 15 35 -63
2 5 15 36 -68
2 5 15 37 -57
2 5 15 38 -76
2 5 15 39 -62
2 5 15 40 -59
2 5 16 1 -66
2 5 16 2 -61
2 5 16 3 -57
2 5 16 4 -63
2 5 16 5 -58
2 5 16 6 -66
2 5 16 7 -57
2 5 16 8 -62
2 5 16 9 -66
2 5 16 10 -57
2 5 16 11 -56
2 5 16 12 -60
2 5 16 13 -57
2 5 16 14 -59
2 5 16 15 -58
2 5 16 16 -57
2 5 16 17 -59
2 5 16 18 -51
2 5 16 19 -58
2 5 16 20 -66
2 5 16 21 -63
2 5 16 22 -60
2 5 16 23 -56
2 5 16 24 -58
2 5 16 25 -55
2 5 16 26 -68
2 5 16 27 -64
2 5 16 28 -74
2 5 16 29 -56
2 5 16 30 -62
2 5 16 31 -64
2 5 16 32 -77
2 5 16 33 -60
2 5 16 34 -67
2 5 16 35 -60
2 5 16 36 -58
2 5 16 37 -66
2 5 16 38 -59
2 5 16 39 -62
2 5 16 40 -62
2 5 17 1 -67
2 5 17 2 -70
2 5 17 3 -57
2 5 17 4 -54
2 5 17 5 -69
2 5 17 6 -65
2 5 17 7 -68
2 5 17 8 -56
2 5 17 9 -62
2 5 17 10 -59
2 5 17 11 -59
2 5 17 12 -66
2 5 17 13 -54
2 5 17 14 -64
2 5 17 15 -63
2 5 17 16 -56
2 5 17 17 -58
2 5 17 18 -66
2 5 17 19 -60
2 5 17 20 -65
2 5 17 21 -57
2 5 17 22 -68
2 5 17 23 -61
2 5 17 24 -59
2 5 17 25 -58
2 5 17 26 -67
2 5 17 27 -78
2 5 17 28 -60
2 5 17 29 -60
2 5 17 30 -62
2 5 17 31 -59
2 5 17 32 -67
2 5 17 33 -57
2 5 17 34 -63
2 5 17 35 -61
2 5 17 36 -60
2 5 17 37 -57
2 5 17 38 -66
2 5 17 39 -61
2 5 17 40 -58
2 5 18 1 -66
2 5 18 2 -52
2 5 18 3 -63
2 5 18 4 -59
2 5 18 5 -53
2 5 18 6 -66
2 5 18 7 -64
2 5 18 8 -67
2 5 18 9 -65
2 5 18 10 -65
2 5 18 11 -55
2 5 18 12 -61
2 5 18 13 -59
2 5 18 14 -60
2 5 18 15 -61
2 5 18 16 -67
2 5 18 17 -63
2 5 18 18 -65
2 5 18 19 -57
2 5 18 20 -65
2 5 18 21 -60
2 5 18 22 -63
2 5 18 23 -67
2 5 18 24 -76
2 5 18 25 -57
2 5 18 26 -63
2 5 18 27 -58
2 5 18 28 -64
2 5 18 29 -60
2 5 18 30 -56
2 5 18 31 -77
2 5 18 32 -58
2 5 18 33 -62
2 5 18 34 -61
2 5 18 35 -54
2 5 18 36 -56
2 5 18 37 -59
2 5 18 38 -57
2 5 18 39 -61
2 5 18 40 -54
2 5 19 1 -56
2 5 19 2 -60
2 5 19 3 -57
2 5 19 4 -64
2 5 19 5 -67
2 5 19 6 -56
2 5 19 7 -58
2 5 19 8 -53
2 5 19 9 -56
2 5 19 10 -56
2 5 19 11 -55
2 5 19 12 -59
2 5 19 13 -68
2 5 19 14 -56
2 5 19 15 -55
2 5 19 16 -59
2 5 19 17 -57
2 5 19 18 -62
2 5 19 19 -63
2 5 19 20 -80
2 5 19 21 -66
2 5 19 22 -83
2 5 19 23 -59
2 5 19 24 -64
2 5 19 25 -56
2 5 19 26 -59
2 5 19 27 -62
2 5 19 28 -64
2 5 19 29 -66
2 5 19 30 -60
2 5 19 31 -64
2 5 19 32 -60
2 5 19 33 -64
2 5 19 34 -67
2 5 19 35 -63
2 5 19 36 -58
2 5 19 37 -61
2 5 19 38 -61
2 5 19 39 -60
2 5 19 40 -62
2 5 20 1 -54
2 5 20 2 -61
2 5 20 3 -70
2 5 20 4 -64
2 5 20 5 -64
2 5 20 6 -62
2 5 20 7 -73
2 5 20 8 -54
2 5 20 9 -78
2 5 20 10 -60
2 5 20 11 -65
2 5 20 12 -62
2 5 20 13 -57
2 5 20 14 -66
2 5 20 15 -54
2 5 20 16 -61
2 5 20 17 -55
2 5 20 18 -62
2 5 20 19 -56
2 5 20 20 -58
2 5 20 21 -51
2 5 20 22 -66
2 5 20 23 -70
2 5 20 24 -64
2 5 20 25 -69
2 5 20 26 -56
2 5 20 27 -67
2 5 20 28 -59
2 5 20 29 -56
2 5 20 30 -64
2 5 20 31 -61
2 5 20 32 -60
2 5 20 33 -70
2 5 20 34 -58
2 5 20 35 -62
2 5 20 36 -66
2 5 20 37 -55
2 5 20 38 -59
2 5 20 39 -63
2 5 20 40 -55
2 5 21 1 -61
2 5 21 2 -55
2 5 21 3 -63
2 5 21 4 -59
2 5 21 5 -54
2 5 21 6 -61
2 5 21 7 -57
2 5 21 8 -62
2 5 21 9 -59
2 5 21 10 -65
2 5 21 11 -52
2 5 21 12 -52
2 5 21 13 -66
2 5 21 14 -61
2 5 21 15 -63
2 5 21 16 -59
2 5 21 17 -57
2 5 21 18 -56
2 5 21 19 -52
2 5 21 20 -59
2 5 21 21 -58
2 5 21 22 -61
2 5 21 23 -58
2 5 21 24 -62
2 5 21 25 -61
2 5 21 26 -67
2 5 21 27 -63
2 5 21 28 -56
2 5 21 29 -60
2 5 21 30 -61
2 5 21 31 -71
2 5 21 32 -58
2 5 21 33 -54
2 5 21 34 -57
2 5 21 35 -55
2 5 21 36 -69
2 5 21 37 -59
2 5 21 38 -57
2 5 21 39 -60
2 5 21 40 -66
2 5 22 1 -63
2 5 22 2 -57
2 5 22 3 -68
2 5 22 4 -67
2 5 22 5 -56
2 5 22 6 -73
2 5 22 7 -71
2 5 22 8 -65
2 5 22 9 -65
2 5 22 10 -64
2 5 22 11 -58
2 5 22 12 -51
2 5 22 13 -56
2 5 22 14 -67
2 5 22 15 -62
2 5 22 16 -59
2 5 22 17 -69
2 5 22 18 -65
2 5 22 19 -55
2 5 22 20 -63
2 5 22 21 -57
2 5 22 22 -64
2 5 22 23 -57
2 5 22 24 -61
2 5 22 25 -60
2 5 22 26 -59
2 5 22 27 -55
2 5 22 28 -67
2 5 22 29 -57
2 5 22 30 -51
2 5 22 31 -56
2 5 22 32 -63
2 5 22 33 -68
2 5 22 34 -60
2 5 22 35 -60
2 5 22 36 -57
2 5 22 37 -64
2 5 22 38 -54
2 5 22 39 -63
2 5 22 40 -58
2 5 23 1 -67
2 5 23 2 -61
2 5 23 3 -57
2 5 23 4 -57
2 5 23 5 -67
2 5 23 6 -58
