13	15	11	-37	31	1432120171	0
13	15	11	-37	31	1432120171	1
13	15	11	-37	31	1432120171	2
13	15	11	-37	31	1432120171	3
13	15	11	-37	31	1432120171	4
14	15	11	-46	31	1432120171	0
14	15	11	-46	31	1432120171	1
14	15	11	-45	31	1432120171	2
14	15	11	-45	31	1432120171	3
14	15	11	-45	31	1432120171	4
11	15	11	-71	31	1432120171	0
11	15	11	-70	31	1432120171	1
11	15	11	-71	31	1432120171	2
11	15	11	-70	31	1432120171	3
11	15	11	-71	31	1432120171	4
7	15	11	-56	31	1432120171	0
7	15	11	-57	31	1432120171	1
7	15	11	-57	31	1432120171	2
7	15	11	-56	31	1432120171	3
7	15	11	-56	31	1432120171	4
8	15	11	-54	31	1432120171	0
8	15	11	-54	31	1432120171	1
8	15	11	-54	31	1432120171	2
8	15	11	-54	31	1432120171	3
8	15	11	-54	31	1432120171	4
5	15	11	-66	31	1432120171	0
5	15	11	-66	31	1432120171	1
5	15	11	-66	31	1432120171	2
5	15	11	-66	31	1432120171	3
5	15	11	-66	31	1432120171	4
6	15	11	-53	31	1432120171	0
6	15	11	-53	31	1432120171	1
6	15	11	-52	31	1432120171	2
6	15	11	-53	31	1432120171	3
6	15	11	-53	31	1432120171	4
9	15	11	-50	31	1432120171	0
9	15	11	-50	31	1432120171	1
9	15	11	-52	31	1432120171	2
9	15	11	-50	31	1432120171	3
9	15	11	-52	31	1432120171	4
17	15	11	-68	31	1432120171	0
17	15	11	-68	31	1432120171	1
17	15	11	-68	31	1432120171	2
17	15	11	-68	31	1432120171	3
17	15	11	-68	31	1432120171	4
2	15	11	-68	31	1432120171	0
2	15	11	-69	31	1432120171	1
2	15	11	-68	31	1432120171	2
2	15	11	-69	31	1432120171	3
2	15	11	-69	31	1432120171	4
20	15	11	-53	31	1432120171	0
20	15	11	-51	31	1432120171	1
20	15	11	-53	31	1432120171	2
20	15	11	-54	31	1432120171	3
20	15	11	-53	31	1432120171	4
15	13	11	-41	31	1432120172	0
15	13	11	-40	31	1432120172	1
15	13	11	-41	31	1432120172	2
15	13	11	-41	31	1432120172	3
15	13	11	-40	31	1432120172	4
14	13	11	-45	31	1432120172	0
14	13	11	-45	31	1432120172	1
14	13	11	-45	31	1432120172	2
14	13	11	-49	31	1432120172	3
14	13	11	-45	31	1432120172	4
11	13	11	-62	31	1432120172	0
11	13	11	-62	31	1432120172	1
11	13	11	-62	31	1432120172	2
11	13	11	-62	31	1432120172	3
11	13	11	-62	31	1432120172	4
7	13	11	-55	31	1432120172	0
7	13	11	-55	31	1432120172	1
7	13	11	-55	31	1432120172	2
7	13	11	-55	31	1432120172	3
7	13	11	-55	31	1432120172	4
8	13	11	-69	31	1432120172	0
8	13	11	-69	31	1432120172	1
8	13	11	-69	31	1432120172	2
8	13	11	-68	31	1432120172	3
8	13	11	-69	31	1432120172	4
5	13	11	-58	31	1432120172	0
5	13	11	-58	31	1432120172	1
5	13	11	-58	31	1432120172	2
5	13	11	-59	31	1432120172	3
5	13	11	-58	31	1432120172	4
6	13	11	-61	31	1432120172	0
6	13	11	-61	31	1432120172	1
6	13	11	-62	31	1432120172	2
6	13	11	-62	31	1432120172	3
6	13	11	-62	31	1432120172	4
9	13	11	-56	31	1432120172	0
9	13	11	-56	31	1432120172	1
9	13	11	-56	31	1432120172	2
9	13	11	-56	31	1432120172	3
9	13	11	-56	31	1432120172	4
17	13	11	-59	31	1432120172	0
17	13	11	-59	31	1432120172	1
17	13	11	-59	31	1432120172	2
17	13	11	-60	31	1432120172	3
17	13	11	-57	31	1432120172	4
2	13	11	-60	31	1432120172	0
2	13	11	-60	31	1432120172	1
2	13	11	-60	31	1432120172	2
2	13	11	-60	31	1432120172	3
2	13	11	-60	31	1432120172	4
20	13	11	-60	31	1432120172	0
20	13	11	-61	31	1432120172	1
20	13	11	-61	31	1432120172	2
20	13	11	-61	31	1432120172	3
20	13	11	-61	31	1432120172	4
15	14	11	-46	31	1432120173	0
15	14	11	-46	31	1432120173	1
15	14	11	-46	31	1432120173	2
15	14	11	-46	31	1432120173	3
15	14	11	-47	31	1432120173	4
13	14	11	-42	31	1432120173	0
13	14	11	-42	31	1432120173	1
13	14	11	-42	31	1432120173	2
13	14	11	-42	31	1432120173	3
13	14	11	-42	31	1432120173	4
11	14	11	-54	31	1432120173	0
11	14	11	-54	31	1432120173	1
11	14	11	-54	31	1432120173	2
11	14	11	-55	31	1432120173	3
11	14	11	-55	31	1432120173	4
7	14	11	-75	31	1432120173	0
7	14	11	-79	31	1432120173	1
7	14	11	-76	31	1432120173	2
7	14	11	-74	31	1432120173	3
7	14	11	-76	31	1432120173	4
8	14	11	-61	31	1432120173	0
8	14	11	-61	31	1432120173	1
8	14	11	-61	31	1432120173	2
8	14	11	-61	31	1432120173	3
8	14	11	-61	31	1432120173	4
5	14	11	-62	31	1432120173	0
5	14	11	-62	31	1432120173	1
5	14	11	-62	31	1432120173	2
5	14	11	-62	31	1432120173	3
5	14	11	-63	31	1432120173	4
6	14	11	-58	31	1432120173	0
6	14	11	-59	31	1432120173	1
6	14	11	-59	31	1432120173	2
6	14	11	-58	31	1432120173	3
6	14	11	-58	31	1432120173	4
9	14	11	-58	31	1432120173	0
9	14	11	-56	31	1432120173	1
9	14	11	-59	31	1432120173	2
9	14	11	-57	31	1432120173	3
9	14	11	-59	31	1432120173	4
17	14	11	-69	31	1432120173	0
17	14	11	-68	31	1432120173	1
17	14	11	-69	31	1432120173	2
17	14	11	-70	31	1432120173	3
17	14	11	-69	31	1432120173	4
2	14	11	-54	31	1432120173	0
2	14	11	-55	31	1432120173	1
2	14	11	-55	31	1432120173	2
2	14	11	-55	31	1432120173	3
2	14	11	-55	31	1432120173	4
20	14	11	-55	31	1432120173	0
20	14	11	-55	31	1432120173	1
20	14	11	-55	31	1432120173	2
20	14	11	-55	31	1432120173	3
20	14	11	-56	31	1432120173	4
15	11	11	-75	31	1432120173	0
15	11	11	-74	31	1432120173	1
15	11	11	-73	31	1432120173	2
15	11	11	-73	31	1432120173	3
15	11	11	-76	31	1432120173	4
13	11	11	-63	31	1432120173	0
13	11	11	-62	31	1432120173	1
13	11	11	-62	31	1432120173	2
