"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.132756760082729 0.132756760082729
94 "140" "143" "90" "150" "13" 152 0.182482616281681 0.182482616281681
94 "140" "90" "150" "13" "152" 143 0.109770076844975 0.109770076844975
94 "140" "90" "150" "152" "13" 143 0.0127068098968739 0.0127068098968739
94 "140" "90" "150" "143" "13" 152 0.00680150577004646 0.00680150577004646
94 "140" "143" "90" "13" "150" 152 0.0241283432490345 0.0241283432490345
94 "140" "143" "90" "152" "13" 150 0.0177904331684342 0.0177904331684342
94 "140" "90" "143" "13" "150" 152 0.024655544716394 0.024655544716394
94 "140" "90" "143" "13" "152" 150 0.0151631600005823 0.0151631600005823
94 "140" "143" "90" "152" "150" 13 0.00193374273569937 0.00193374273569937
94 "140" "143" "90" "13" "152" 150 0.0148389310981562 0.0148389310981562
94 "140" "90" "150" "143" "152" 13 0.00206928604475229 0.00206928604475229
94 "140" "90" "150" "13" "143" 152 0.00842723030896465 0.00842723030896465
94 "140" "143" "90" "150" "152" 13 0.0210131497536481 0.0210131497536481
94 "140" "90" "143" "150" "152" 13 0.0152871420701324 0.0152871420701324
