"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
143 "90" "150" "13" "152" "140" 94 0.209130438212597 0.209130438212597
143 "94" "140" "90" "150" "13" 152 0.193484605909808 0.193484605909808
143 "94" "140" "90" "13" "150" 152 0.0103749345749275 0.0103749345749275
143 "94" "140" "90" "152" "13" 150 0.00306762592454113 0.00306762592454113
143 "90" "150" "13" "94" "140" 152 0.000989851125211052 0.000989851125211052
143 "90" "150" "13" "94" "152" 140 1.55392641320416e-06 1.55392641320416e-06
143 "94" "140" "90" "152" "150" 13 0.00014388489327116 0.00014388489327116
143 "94" "140" "90" "13" "152" 150 0.00367542525300124 0.00367542525300124
143 "94" "140" "90" "150" "152" 13 0.0204823023269362 0.0204823023269362
143 "90" "150" "13" "152" "94" 140 0.0758985141293761 0.0758985141293761
