"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.843797856049005 0.425138632162662 0.488 0.778625954198473 0.887152777777778 1
1 0.843797856049005 0.399260628465804 0.745886654478976 0.78428093645485 0.887152777777778 1
1 0.843797856049005 0.425138632162662 0.3936 0.839080459770115 0.926523297491039 1
1 0.843797856049005 0.425138632162662 0.3936 0.101806239737274 0.996055226824458 1
1 0.843797856049005 0.425138632162662 0.3936 0.0591133004926108 0.764932562620424 1
1 0.843797856049005 0.399260628465804 0.745886654478976 0.157190635451505 0.700636942675159 1
1 0.843797856049005 0.399260628465804 0.745886654478976 0.0585284280936455 0.90138067061144 1
1 0.843797856049005 0.425138632162662 0.488 0.221374045801527 0.700636942675159 1
1 0.843797856049005 0.425138632162662 0.488 0.221374045801527 0.299363057324841 1
1 0.843797856049005 0.399260628465804 0.745886654478976 0.0585284280936455 0.0986193293885602 1
1 0.843797856049005 0.399260628465804 0.745886654478976 0.157190635451505 0.299363057324841 1
1 0.843797856049005 0.425138632162662 0.3936 0.0591133004926108 0.235067437379576 1
1 0.843797856049005 0.425138632162662 0.3936 0.101806239737274 0.00394477317554241 1
1 0.843797856049005 0.425138632162662 0.3936 0.839080459770115 0.0734767025089606 1
1 0.843797856049005 0.399260628465804 0.745886654478976 0.78428093645485 0.112847222222222 1
1 0.843797856049005 0.425138632162662 0.488 0.778625954198473 0.112847222222222 1
