"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.158247827169998 0.158247827169998
94 "140" "143" "90" "150" "13" 152 0.133462002987573 0.133462002987573
94 "140" "90" "150" "13" "152" 143 0.176731899019039 0.176731899019039
94 "140" "90" "150" "152" "13" 143 0.0400413754194384 0.0400413754194384
94 "140" "90" "150" "143" "13" 152 0.0040731132499072 0.0040731132499072
94 "140" "143" "90" "13" "150" 152 0.0146016264432543 0.0146016264432543
94 "140" "143" "90" "152" "13" 150 0.00141517725673534 0.00141517725673534
94 "140" "90" "143" "13" "150" 152 0.0349372728432743 0.0349372728432743
94 "140" "90" "143" "152" "13" 150 0.00639594941509646 0.00639594941509646
94 "140" "90" "143" "152" "150" 13 0.00101138621040501 0.00101138621040501
94 "140" "90" "143" "13" "152" 150 0.0121210946599115 0.0121210946599115
94 "140" "143" "90" "152" "150" 13 0.000223780813425855 0.000223780813425855
94 "140" "143" "90" "13" "152" 150 0.00506587039868005 0.00506587039868005
94 "140" "90" "150" "143" "152" 13 0.000426160742445019 0.000426160742445019
94 "140" "90" "150" "152" "143" 13 7.71510123688601e-05 7.71510123688601e-05
94 "140" "90" "150" "13" "143" 152 0.00248918167632449 0.00248918167632449
94 "140" "143" "90" "150" "152" 13 0.0304338040285469 0.0304338040285469
94 "140" "90" "143" "150" "152" 13 0.0360858015931585 0.0360858015931585
