"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.138916786559932 0.138916786559932
94 "140" "143" "90" "150" "13" 152 0.136132713188518 0.136132713188518
94 "140" "90" "150" "13" "152" 143 0.164465226265826 0.164465226265826
94 "140" "90" "150" "152" "13" 143 0.0388860674953984 0.0388860674953984
94 "140" "90" "150" "143" "13" 152 0.00299299914127604 0.00299299914127604
94 "140" "143" "90" "13" "150" 152 0.0134094757044327 0.0134094757044327
94 "140" "143" "90" "152" "13" 150 0.00360668250549622 0.00360668250549622
94 "140" "90" "143" "13" "150" 152 0.043353230101075 0.043353230101075
94 "140" "90" "143" "152" "13" 150 0.000347976955822058 0.000347976955822058
94 "140" "90" "143" "152" "150" 13 5.00514799470084e-05 5.00514799470084e-05
94 "140" "90" "143" "13" "152" 150 0.0155549783927468 0.0155549783927468
94 "140" "143" "90" "152" "150" 13 0.000518769401475483 0.000518769401475483
94 "140" "143" "90" "13" "152" 150 0.00481127021802563 0.00481127021802563
94 "140" "90" "150" "143" "152" 13 0.000230697702573001 0.000230697702573001
94 "140" "90" "150" "152" "143" 13 0.000156483168995567 0.000156483168995567
94 "140" "90" "150" "13" "143" 152 0.00173425546150256 0.00173425546150256
94 "140" "143" "90" "150" "152" 13 0.0319794520205786 0.0319794520205786
94 "140" "90" "143" "150" "152" 13 0.0326334692565357 0.0326334692565357
