"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.183448785420877 0.183448785420877
94 "140" "90" "143" "150" "13" 152 0.10201022561529 0.10201022561529
94 "140" "90" "143" "13" "150" 152 0.0228384800762471 0.0228384800762471
94 "140" "90" "143" "152" "13" 150 0.000241223342680849 0.000241223342680849
94 "140" "143" "90" "13" "150" 152 0.0302245510627699 0.0302245510627699
94 "140" "143" "90" "152" "13" 150 0.0153572939375141 0.0153572939375141
94 "140" "143" "90" "152" "150" 13 0.00142627135920757 0.00142627135920757
94 "140" "143" "90" "13" "152" 150 0.0112926894080679 0.0112926894080679
94 "140" "90" "143" "152" "150" 13 2.24030318256512e-05 2.24030318256512e-05
94 "140" "90" "143" "13" "152" 150 0.0085330584900264 0.0085330584900264
94 "140" "90" "143" "150" "152" 13 0.0129308736695438 0.0129308736695438
94 "140" "143" "90" "150" "152" 13 0.0232540713913788 0.0232540713913788
