"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.129504803833726 0.129504803833726
94 "140" "143" "90" "150" "13" 152 0.156448095673063 0.156448095673063
94 "140" "90" "150" "13" "152" 143 0.117328699648987 0.117328699648987
94 "140" "90" "150" "152" "13" 143 0.013601378367554 0.013601378367554
94 "140" "90" "150" "143" "13" 152 0.00463718188038803 0.00463718188038803
94 "140" "143" "90" "13" "150" 152 0.0153110429691007 0.0153110429691007
94 "140" "143" "90" "152" "13" 150 0.0138819371549808 0.0138819371549808
94 "140" "90" "143" "13" "150" 152 0.0238505299204958 0.0238505299204958
94 "140" "90" "143" "13" "152" 150 0.0116000304613321 0.0116000304613321
94 "140" "143" "90" "152" "150" 13 0.00128991451440087 0.00128991451440087
94 "140" "143" "90" "13" "152" 150 0.00744673453497171 0.00744673453497171
94 "140" "90" "150" "143" "152" 13 0.00155780328794285 0.00155780328794285
94 "140" "90" "150" "152" "143" 13 2.75890027739432e-05 2.75890027739432e-05
94 "140" "90" "150" "13" "143" 152 0.0095445965984295 0.0095445965984295
94 "140" "143" "90" "150" "152" 13 0.0180281985248256 0.0180281985248256
94 "140" "90" "143" "150" "152" 13 0.014923405129277 0.014923405129277
