"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.128857223623313 0.128857223623313
94 "140" "143" "90" "150" "13" 152 0.183490113336905 0.183490113336905
94 "140" "90" "150" "13" "152" 143 0.106458827777075 0.106458827777075
94 "140" "90" "150" "152" "13" 143 0.0120042223091345 0.0120042223091345
94 "140" "90" "150" "143" "13" 152 0.00609970645789357 0.00609970645789357
94 "140" "143" "90" "13" "150" 152 0.0244410207188706 0.0244410207188706
94 "140" "143" "90" "152" "13" 150 0.017627757917871 0.017627757917871
94 "140" "90" "143" "13" "150" 152 0.024156570209296 0.024156570209296
94 "140" "90" "143" "13" "152" 150 0.0145815566289274 0.0145815566289274
94 "140" "143" "90" "152" "150" 13 0.00172744175587155 0.00172744175587155
94 "140" "143" "90" "13" "152" 150 0.0147532586204581 0.0147532586204581
94 "140" "90" "150" "143" "152" 13 0.00195190606652594 0.00195190606652594
94 "140" "90" "150" "152" "143" 13 7.31964774947229e-05 7.31964774947229e-05
94 "140" "90" "150" "13" "143" 152 0.0095791174277941 0.0095791174277941
94 "140" "143" "90" "150" "152" 13 0.0216750032047667 0.0216750032047667
94 "140" "90" "143" "150" "152" 13 0.0152214235644647 0.0152214235644647
