"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.158502857066077 0.158502857066077
94 "140" "143" "90" "150" "13" 152 0.169110727978071 0.169110727978071
94 "140" "90" "150" "13" "152" 143 0.152861151440795 0.152861151440795
94 "140" "90" "150" "152" "13" 143 0.0145376036783631 0.0145376036783631
94 "140" "90" "150" "143" "13" 152 0.000439684085314929 0.000439684085314929
94 "140" "143" "90" "13" "150" 152 0.00949111603592061 0.00949111603592061
94 "140" "143" "90" "152" "13" 150 0.00123284435349934 0.00123284435349934
94 "140" "90" "143" "13" "150" 152 0.0425013233699236 0.0425013233699236
94 "140" "90" "143" "152" "13" 150 0.00830882484097973 0.00830882484097973
94 "140" "90" "143" "152" "150" 13 0.00026423824582621 0.00026423824582621
94 "140" "90" "143" "13" "152" 150 0.0130372157576453 0.0130372157576453
94 "140" "143" "90" "152" "150" 13 3.92070642455621e-05 3.92070642455621e-05
94 "140" "143" "90" "13" "152" 150 0.00291138528709221 0.00291138528709221
94 "140" "90" "150" "143" "152" 13 0.000145929631764007 0.000145929631764007
94 "140" "90" "150" "152" "143" 13 0.00010273924861034 0.00010273924861034
94 "140" "90" "150" "13" "143" 152 0.0119891099169251 0.0119891099169251
94 "140" "143" "90" "150" "152" 13 0.0150187147405037 0.0150187147405037
94 "140" "90" "143" "150" "152" 13 0.0140766302900601 0.0140766302900601
