"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.19379926975387 0.19379926975387
94 "140" "90" "143" "150" "13" 152 0.103205437057886 0.103205437057886
94 "140" "90" "143" "13" "150" 152 0.0241004159854804 0.0241004159854804
94 "140" "143" "90" "13" "150" 152 0.0341028184535491 0.0341028184535491
94 "140" "143" "90" "152" "13" 150 0.0166181669267779 0.0166181669267779
94 "140" "143" "90" "152" "150" 13 0.00177405267845777 0.00177405267845777
94 "140" "143" "90" "13" "152" 150 0.0111703374978002 0.0111703374978002
94 "140" "90" "143" "13" "152" 150 0.00789406250283632 0.00789406250283632
94 "140" "90" "143" "150" "152" 13 0.0125711927261079 0.0125711927261079
94 "140" "143" "90" "150" "152" 13 0.0236061978875049 0.0236061978875049
