"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.14394951544504 0.14394951544504
94 "140" "143" "90" "150" "13" 152 0.155126073248383 0.155126073248383
94 "140" "90" "150" "13" "152" 143 0.119108745962293 0.119108745962293
94 "140" "90" "150" "152" "13" 143 0.0216207535439531 0.0216207535439531
94 "140" "90" "150" "143" "13" 152 0.021694566104823 0.021694566104823
94 "140" "143" "90" "13" "150" 152 0.0244291738465023 0.0244291738465023
94 "140" "143" "90" "152" "13" 150 0.000361114929550548 0.000361114929550548
94 "140" "90" "143" "13" "150" 152 0.0388998973960074 0.0388998973960074
94 "140" "90" "143" "152" "13" 150 0.00195097045883249 0.00195097045883249
94 "140" "90" "143" "152" "150" 13 0.000490145287686981 0.000490145287686981
94 "140" "90" "143" "13" "152" 150 0.0157810953260288 0.0157810953260288
94 "140" "143" "90" "152" "150" 13 9.07234552072806e-05 9.07234552072806e-05
94 "140" "143" "90" "13" "152" 150 0.00991054339509268 0.00991054339509268
94 "140" "90" "150" "143" "152" 13 0.00187483904609581 0.00187483904609581
94 "140" "90" "150" "152" "143" 13 0.00194865160696573 0.00194865160696573
94 "140" "90" "150" "13" "143" 152 0.0111432298717322 0.0111432298717322
94 "140" "143" "90" "150" "152" 13 0.0400681089669994 0.0400681089669994
94 "140" "90" "143" "150" "152" 13 0.0371812729467047 0.0371812729467047
