"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.12120057387675 0.12120057387675
94 "140" "143" "90" "150" "13" 152 0.229513873442094 0.229513873442094
94 "140" "90" "150" "13" "152" 143 0.140331703292427 0.140331703292427
94 "140" "90" "150" "152" "13" 143 0.017607284535987 0.017607284535987
94 "140" "90" "150" "143" "13" 152 0.00486998816138135 0.00486998816138135
94 "140" "143" "90" "13" "150" 152 0.0318213121134014 0.0318213121134014
94 "140" "143" "90" "152" "13" 150 0.00155088516707595 0.00155088516707595
94 "140" "90" "143" "13" "150" 152 0.0384753805859804 0.0384753805859804
94 "140" "90" "143" "152" "13" 150 0.000329199419700178 0.000329199419700178
94 "140" "90" "143" "152" "150" 13 3.29916629764885e-05 3.29916629764885e-05
94 "140" "90" "143" "13" "152" 150 0.0158532818155197 0.0158532818155197
94 "140" "143" "90" "152" "150" 13 0.00015542640018626 0.00015542640018626
94 "140" "143" "90" "13" "152" 150 0.0131115591578367 0.0131115591578367
94 "140" "90" "150" "143" "152" 13 0.00130800641264919 0.00130800641264919
94 "140" "90" "150" "13" "143" 152 0.0116469632287237 0.0116469632287237
94 "140" "143" "90" "150" "152" 13 0.0270016321696581 0.0270016321696581
94 "140" "90" "143" "150" "152" 13 0.0142588910443235 0.0142588910443235
