"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.86322188449848 0.386404293381038 0.893738140417457 0.787878787878788 0.894366197183099 1
1 0.86322188449848 0.386404293381038 0.479750778816199 0.883478260869565 0.919854280510018 1
1 0.86322188449848 0.386404293381038 0.479750778816199 0.104347826086957 1 1
1 0.86322188449848 0.386404293381038 0.479750778816199 0.0121739130434783 0.794117647058823 1
1 0.86322188449848 0.386404293381038 0.893738140417457 0.142602495543672 0.774358974358974 1
1 0.86322188449848 0.386404293381038 0.893738140417457 0.0695187165775401 0.910714285714286 1
1 0.86322188449848 0.386404293381038 0.893738140417457 0.0695187165775401 0.0892857142857143 1
1 0.86322188449848 0.386404293381038 0.893738140417457 0.142602495543672 0.225641025641026 1
1 0.86322188449848 0.386404293381038 0.479750778816199 0.0121739130434783 0.205882352941176 1
1 0.86322188449848 0.386404293381038 0.479750778816199 0.883478260869565 0.0801457194899818 1
1 0.86322188449848 0.386404293381038 0.893738140417457 0.787878787878788 0.105633802816901 1
