"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.199950646823187 0.199950646823187
94 "140" "90" "143" "150" "13" 152 0.116530522140897 0.116530522140897
94 "140" "90" "150" "13" "152" 143 0.110611369616689 0.110611369616689
94 "140" "90" "150" "152" "13" 143 0.0114210804394749 0.0114210804394749
94 "140" "90" "150" "143" "13" 152 0.00529282477773815 0.00529282477773815
94 "140" "90" "143" "13" "150" 152 0.02596906264133 0.02596906264133
94 "140" "143" "90" "13" "150" 152 0.0265128584730622 0.0265128584730622
94 "140" "143" "90" "152" "13" 150 0.0136413856356602 0.0136413856356602
94 "140" "143" "90" "152" "150" 13 0.00128354394383674 0.00128354394383674
94 "140" "143" "90" "13" "152" 150 0.00986665737696151 0.00986665737696151
94 "140" "90" "143" "13" "152" 150 0.00966428586880546 0.00966428586880546
94 "140" "90" "150" "143" "152" 13 0.00136947214528889 0.00136947214528889
94 "140" "90" "150" "13" "143" 152 0.0093099749977975 0.0093099749977975
94 "140" "90" "143" "150" "152" 13 0.0131269560514449 0.0131269560514449
94 "140" "143" "90" "150" "152" 13 0.022524084721189 0.022524084721189
