"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.215216836317168 0.215216836317168
94 "140" "90" "143" "150" "13" 152 0.103835676140977 0.103835676140977
94 "140" "90" "143" "13" "150" 152 0.0235581373342942 0.0235581373342942
94 "140" "90" "143" "152" "13" 150 0.000281729797320131 0.000281729797320131
94 "140" "143" "90" "13" "150" 152 0.0233950229627451 0.0233950229627451
94 "140" "143" "90" "152" "13" 150 0.000442120100615147 0.000442120100615147
94 "140" "143" "90" "152" "150" 13 4.62903524148338e-05 4.62903524148338e-05
94 "140" "143" "90" "13" "152" 150 0.0161662237326834 0.0161662237326834
94 "140" "90" "143" "152" "150" 13 2.94973505741163e-05 2.94973505741163e-05
94 "140" "90" "143" "13" "152" 150 0.0162789375961696 0.0162789375961696
94 "140" "90" "143" "150" "152" 13 0.0116295957277894 0.0116295957277894
94 "140" "143" "90" "150" "152" 13 0.0241042856675228 0.0241042856675228
