"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.153126872373255 0.153126872373255
94 "140" "143" "90" "150" "13" 152 0.165539321684149 0.165539321684149
94 "140" "90" "150" "13" "152" 143 0.143682947826825 0.143682947826825
94 "140" "90" "150" "152" "13" 143 0.0188347896597955 0.0188347896597955
94 "140" "90" "150" "143" "13" 152 0.00679248588789501 0.00679248588789501
94 "140" "143" "90" "13" "150" 152 0.0196963571676045 0.0196963571676045
94 "140" "143" "90" "152" "13" 150 0.0146676614694666 0.0146676614694666
94 "140" "90" "143" "13" "150" 152 0.0325244139349967 0.0325244139349967
94 "140" "90" "143" "152" "13" 150 0.000374597873771631 0.000374597873771631
94 "140" "90" "143" "152" "150" 13 4.26238280878004e-05 4.26238280878004e-05
94 "140" "90" "143" "13" "152" 150 0.0167077468844161 0.0167077468844161
94 "140" "143" "90" "152" "150" 13 0.00166896804466579 0.00166896804466579
94 "140" "143" "90" "13" "152" 150 0.0101179916956872 0.0101179916956872
94 "140" "90" "150" "143" "152" 13 0.00140976122201595 0.00140976122201595
94 "140" "90" "150" "13" "143" 152 0.0118559603314865 0.0118559603314865
94 "140" "143" "90" "150" "152" 13 0.0202898390391077 0.0202898390391077
94 "140" "90" "143" "150" "152" 13 0.0187684687928308 0.0187684687928308
