"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.121871360052283 0.121871360052283
94 "140" "143" "90" "150" "13" 152 0.176701689496655 0.176701689496655
94 "140" "90" "150" "13" "152" 143 0.11919499612176 0.11919499612176
94 "140" "90" "150" "152" "13" 143 0.014258312638806 0.014258312638806
94 "140" "90" "150" "143" "13" 152 0.00585167744135969 0.00585167744135969
94 "140" "143" "90" "13" "150" 152 0.0232717870931064 0.0232717870931064
94 "140" "143" "90" "152" "13" 150 0.0153409464839855 0.0153409464839855
94 "140" "90" "143" "13" "150" 152 0.0238989750112821 0.0238989750112821
94 "140" "90" "143" "13" "152" 150 0.0138637257953797 0.0138637257953797
94 "140" "143" "90" "152" "150" 13 0.00153076689428055 0.00153076689428055
94 "140" "143" "90" "13" "152" 150 0.0134998959108069 0.0134998959108069
94 "140" "90" "150" "143" "152" 13 0.00127747887804331 0.00127747887804331
94 "140" "90" "150" "13" "143" 152 0.00963904307887999 0.00963904307887999
94 "140" "143" "90" "150" "152" 13 0.0201349665831159 0.0201349665831159
94 "140" "90" "143" "150" "152" 13 0.0138871097898476 0.0138871097898476
