"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.191596223180225 0.191596223180225
94 "140" "90" "143" "150" "13" 152 0.130960731282236 0.130960731282236
94 "140" "90" "143" "13" "150" 152 0.0242253492865684 0.0242253492865684
94 "140" "143" "90" "13" "150" 152 0.0246983268912799 0.0246983268912799
94 "140" "143" "90" "152" "13" 150 0.0186234040084525 0.0186234040084525
94 "140" "143" "90" "152" "150" 13 0.00185821104297197 0.00185821104297197
94 "140" "143" "90" "13" "152" 150 0.0152658000383288 0.0152658000383288
94 "140" "90" "143" "13" "152" 150 0.0149734570967232 0.0149734570967232
94 "140" "90" "143" "150" "152" 13 0.0162067172445082 0.0162067172445082
94 "140" "143" "90" "150" "152" 13 0.0237105106530418 0.0237105106530418
