"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
143 "90" "150" "13" "152" "140" 94 0.25838965341308 0.25838965341308
143 "94" "140" "90" "150" "13" 152 0.196458270626438 0.196458270626438
143 "94" "140" "90" "13" "150" 152 0.0104134983397464 0.0104134983397464
143 "94" "140" "90" "152" "13" 150 0.00107087613712501 0.00107087613712501
143 "90" "150" "13" "140" "94" 152 0.00447609325508216 0.00447609325508216
143 "90" "150" "13" "94" "140" 152 0.00117756376881689 0.00117756376881689
143 "90" "150" "13" "140" "152" 94 0.000234161820185384 0.000234161820185384
143 "94" "140" "90" "152" "150" 13 5.16315280399559e-05 5.16315280399559e-05
143 "94" "140" "90" "13" "152" 150 0.00380493208567655 0.00380493208567655
143 "94" "140" "90" "150" "152" 13 0.0175665241983493 0.0175665241983493
143 "90" "150" "13" "152" "94" 140 0.0866365308502678 0.0866365308502678
