"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.218199496392976 0.218199496392976
94 "140" "90" "143" "150" "13" 152 0.120423036091765 0.120423036091765
94 "140" "90" "143" "13" "150" 152 0.0245967663011695 0.0245967663011695
94 "140" "143" "90" "13" "150" 152 0.0213595074138631 0.0213595074138631
94 "140" "143" "90" "152" "13" 150 0.0190459985249514 0.0190459985249514
94 "140" "143" "90" "152" "150" 13 0.00179207425945932 0.00179207425945932
94 "140" "143" "90" "13" "152" 150 0.00856182786631643 0.00856182786631643
94 "140" "90" "143" "13" "152" 150 0.00985946328527892 0.00985946328527892
94 "140" "90" "143" "150" "152" 13 0.014633078090832 0.014633078090832
94 "140" "143" "90" "150" "152" 13 0.0265142814342063 0.0265142814342063
