"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
143 "90" "150" "13" "152" "140" 94 0.203285416474863 0.203285416474863
143 "94" "140" "90" "150" "13" 152 0.207830908688861 0.207830908688861
143 "94" "140" "90" "13" "150" 152 0.0113201318775525 0.0113201318775525
143 "94" "140" "90" "152" "13" 150 0.000390797663476496 0.000390797663476496
143 "90" "150" "13" "140" "94" 152 0.000474242822125002 0.000474242822125002
143 "90" "150" "13" "140" "152" 94 3.51642974321144e-05 3.51642974321144e-05
143 "94" "140" "90" "152" "150" 13 1.82829316246314e-05 1.82829316246314e-05
143 "94" "140" "90" "13" "152" 150 0.00504309192649259 0.00504309192649259
143 "94" "140" "90" "150" "152" 13 0.0204360633775688 0.0204360633775688
143 "90" "150" "13" "152" "94" 140 0.0804543491184504 0.0804543491184504
