"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.854961832061069 0.432013769363167 0.752244165170557 0.817375886524823 0.897482014388489 1
1 0.854961832061069 0.401032702237522 0.511700468018721 0.780898876404494 0.897482014388489 1
1 0.854961832061069 0.401032702237522 0.511700468018721 0.219101123595506 0.694573643410853 1
1 0.854961832061069 0.432013769363167 0.752244165170557 0.111702127659574 0.694573643410853 1
1 0.854961832061069 0.432013769363167 0.752244165170557 0.0709219858156028 0.907815631262525 1
1 0.854961832061069 0.432013769363167 0.752244165170557 0.0709219858156028 0.0921843687374749 1
1 0.854961832061069 0.432013769363167 0.752244165170557 0.111702127659574 0.305426356589147 1
1 0.854961832061069 0.401032702237522 0.511700468018721 0.219101123595506 0.305426356589147 1
1 0.854961832061069 0.401032702237522 0.511700468018721 0.780898876404494 0.102517985611511 1
1 0.854961832061069 0.432013769363167 0.752244165170557 0.817375886524823 0.102517985611511 1
