"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
143 "90" "150" "13" "152" "140" 94 0.202619465501161 0.202619465501161
143 "94" "140" "90" "150" "13" 152 0.241473347584037 0.241473347584037
143 "94" "140" "90" "13" "150" 152 0.0116615584783124 0.0116615584783124
143 "94" "140" "90" "152" "13" 150 0.0020495542205932 0.0020495542205932
143 "90" "150" "13" "94" "140" 152 0.00109209336590494 0.00109209336590494
143 "90" "150" "13" "94" "152" 140 1.71983207229124e-06 1.71983207229124e-06
143 "94" "140" "90" "152" "150" 13 2.644586091088e-05 2.644586091088e-05
143 "94" "140" "90" "13" "152" 150 0.00546544219409627 0.00546544219409627
143 "94" "140" "90" "150" "152" 13 0.0252926628892371 0.0252926628892371
143 "90" "150" "13" "152" "94" 140 0.0998198837395426 0.0998198837395426
