"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.170919077437051 0.170919077437051
94 "140" "90" "143" "150" "13" 152 0.12365530201476 0.12365530201476
94 "140" "90" "143" "13" "150" 152 0.0178197033042526 0.0178197033042526
94 "140" "90" "143" "152" "13" 150 0.000570758050049797 0.000570758050049797
94 "140" "143" "90" "13" "150" 152 0.03331440906627 0.03331440906627
94 "140" "143" "90" "152" "13" 150 0.0143606788950628 0.0143606788950628
94 "140" "143" "90" "152" "150" 13 0.00162034208771726 0.00162034208771726
94 "140" "143" "90" "13" "152" 150 0.0171519729846143 0.0171519729846143
94 "140" "90" "143" "152" "150" 13 6.43996914879196e-05 6.43996914879196e-05
94 "140" "90" "143" "13" "152" 150 0.00917450071110036 0.00917450071110036
94 "140" "90" "143" "150" "152" 13 0.014173927898925 0.014173927898925
94 "140" "143" "90" "150" "152" 13 0.0195915148050374 0.0195915148050374
