"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.163110692071797 0.163110692071797
94 "140" "143" "90" "150" "13" 152 0.209718550559406 0.209718550559406
94 "140" "90" "150" "13" "152" 143 0.131420026349418 0.131420026349418
94 "140" "90" "150" "152" "13" 143 0.0102498375703438 0.0102498375703438
94 "140" "90" "150" "143" "13" 152 0.00102735702201474 0.00102735702201474
94 "140" "143" "90" "13" "150" 152 0.011610289962514 0.011610289962514
94 "140" "143" "90" "152" "13" 150 0.000397426945781333 0.000397426945781333
94 "140" "90" "143" "13" "150" 152 0.0403398568103061 0.0403398568103061
94 "140" "90" "143" "152" "13" 150 0.0121447474082454 0.0121447474082454
94 "140" "90" "143" "152" "150" 13 0.000464553179550369 0.000464553179550369
94 "140" "90" "143" "13" "152" 150 0.0127061663521449 0.0127061663521449
94 "140" "143" "90" "152" "150" 13 1.5202123609122e-05 1.5202123609122e-05
94 "140" "143" "90" "13" "152" 150 0.00365698560493283 0.00365698560493283
94 "140" "90" "150" "143" "152" 13 0.000258540177725564 0.000258540177725564
94 "140" "90" "150" "152" "143" 13 3.73400275786659e-05 3.73400275786659e-05
94 "140" "90" "150" "13" "143" 152 0.0105430245019122 0.0105430245019122
94 "140" "143" "90" "150" "152" 13 0.015576921327782 0.015576921327782
94 "140" "90" "143" "150" "152" 13 0.0121151057517095 0.0121151057517095
