"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.18676947429492 0.18676947429492
94 "140" "90" "143" "150" "13" 152 0.106109073263359 0.106109073263359
94 "140" "90" "143" "13" "150" 152 0.0234202425585679 0.0234202425585679
94 "140" "143" "90" "13" "150" 152 0.0285906149905663 0.0285906149905663
94 "140" "143" "90" "152" "13" 150 0.0172822427702552 0.0172822427702552
94 "140" "143" "90" "152" "150" 13 0.00181520274173358 0.00181520274173358
94 "140" "143" "90" "13" "152" 150 0.0139012012736087 0.0139012012736087
94 "140" "90" "143" "13" "152" 150 0.0113872858555443 0.0113872858555443
94 "140" "90" "143" "150" "152" 13 0.0118825484793939 0.0118825484793939
94 "140" "143" "90" "150" "152" 13 0.0209152456479576 0.0209152456479576
