"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.185663020291882 0.185663020291882
94 "140" "90" "143" "150" "13" 152 0.103284887839411 0.103284887839411
94 "140" "90" "143" "13" "150" 152 0.0238124894749698 0.0238124894749698
94 "140" "143" "90" "13" "150" 152 0.0340284012789039 0.0340284012789039
94 "140" "143" "90" "152" "13" 150 0.0160369686776314 0.0160369686776314
94 "140" "143" "90" "152" "150" 13 0.00178577598812053 0.00178577598812053
94 "140" "143" "90" "13" "152" 150 0.0118651662354073 0.0118651662354073
94 "140" "90" "143" "13" "152" 150 0.00830303909324603 0.00830303909324603
94 "140" "90" "143" "150" "152" 13 0.0122230636496344 0.0122230636496344
94 "140" "143" "90" "150" "152" 13 0.021971955064128 0.021971955064128
