"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.171516126790608 0.171516126790608
94 "140" "90" "143" "150" "13" 152 0.104693232311666 0.104693232311666
94 "140" "90" "150" "13" "152" 143 0.106944620766604 0.106944620766604
94 "140" "90" "150" "152" "13" 143 0.0101729621689089 0.0101729621689089
94 "140" "90" "150" "143" "13" 152 0.00530794816368458 0.00530794816368458
94 "140" "90" "143" "13" "150" 152 0.0204850655903016 0.0204850655903016
94 "140" "143" "90" "13" "150" 152 0.0328298621769518 0.0328298621769518
94 "140" "143" "90" "152" "13" 150 0.0148158948283234 0.0148158948283234
94 "140" "143" "90" "152" "150" 13 0.00152373535433523 0.00152373535433523
94 "140" "143" "90" "13" "152" 150 0.0157805376164575 0.0157805376164575
94 "140" "90" "143" "13" "152" 150 0.00984668611707735 0.00984668611707735
94 "140" "90" "150" "143" "152" 13 0.00171402492785648 0.00171402492785648
94 "140" "90" "150" "152" "143" 13 2.02245768765584e-05 2.02245768765584e-05
94 "140" "90" "150" "13" "143" 152 0.00880467761331479 0.00880467761331479
94 "140" "90" "143" "150" "152" 13 0.0124976265577527 0.0124976265577527
94 "140" "143" "90" "150" "152" 13 0.0204745278556303 0.0204745278556303
