"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.122757774508357 0.122757774508357
94 "140" "143" "90" "150" "13" 152 0.155657416548418 0.155657416548418
94 "140" "90" "150" "13" "152" 143 0.109177367970241 0.109177367970241
94 "140" "90" "150" "152" "13" 143 0.0119910276939599 0.0119910276939599
94 "140" "90" "150" "143" "13" 152 0.00497762412164379 0.00497762412164379
94 "140" "143" "90" "13" "150" 152 0.0260998595577332 0.0260998595577332
94 "140" "143" "90" "152" "13" 150 0.0130563668810112 0.0130563668810112
94 "140" "90" "143" "13" "150" 152 0.0273235715772716 0.0273235715772716
94 "140" "90" "143" "152" "13" 150 0.000309242640255042 0.000309242640255042
94 "140" "90" "143" "152" "150" 13 3.21291054810433e-05 3.21291054810433e-05
94 "140" "90" "143" "13" "152" 150 0.0132996661653225 0.0132996661653225
94 "140" "143" "90" "152" "150" 13 0.00135650564997519 0.00135650564997519
94 "140" "143" "90" "13" "152" 150 0.0127040280256918 0.0127040280256918
94 "140" "90" "150" "143" "152" 13 0.00160568520053026 0.00160568520053026
94 "140" "90" "150" "13" "143" 152 0.00838172706858148 0.00838172706858148
94 "140" "143" "90" "150" "152" 13 0.0161883713210355 0.0161883713210355
94 "140" "90" "143" "150" "152" 13 0.0127668085488691 0.0127668085488691
