"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.120390987258053 0.120390987258053
94 "140" "143" "90" "150" "13" 152 0.180939216943657 0.180939216943657
94 "140" "90" "150" "13" "152" 143 0.144785922035053 0.144785922035053
94 "140" "90" "150" "152" "13" 143 0.0181347358963499 0.0181347358963499
94 "140" "90" "150" "143" "13" 152 0.00237616368290631 0.00237616368290631
94 "140" "143" "90" "13" "150" 152 0.0311124880445833 0.0311124880445833
94 "140" "143" "90" "152" "13" 150 0.000378058362549096 0.000378058362549096
94 "140" "90" "143" "13" "150" 152 0.0474948456828957 0.0474948456828957
94 "140" "90" "143" "13" "152" 150 0.0195325122938316 0.0195325122938316
94 "140" "143" "90" "152" "150" 13 4.82296676502963e-05 4.82296676502963e-05
94 "140" "143" "90" "13" "152" 150 0.0127951790659542 0.0127951790659542
94 "140" "90" "150" "143" "152" 13 0.00035401084214857 0.00035401084214857
94 "140" "90" "150" "152" "143" 13 6.64276040159338e-05 6.64276040159338e-05
94 "140" "90" "150" "13" "143" 152 0.011137378618081 0.011137378618081
94 "140" "143" "90" "150" "152" 13 0.0211213093708549 0.0211213093708549
94 "140" "90" "143" "150" "152" 13 0.0140534226371268 0.0140534226371268
