"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.182037571650497 0.182037571650497
94 "140" "143" "90" "150" "13" 152 0.175541078061729 0.175541078061729
94 "140" "90" "150" "13" "152" 143 0.164806777455112 0.164806777455112
94 "140" "90" "150" "152" "13" 143 0.016668168377078 0.016668168377078
94 "140" "90" "150" "143" "13" 152 0.00255862406527654 0.00255862406527654
94 "140" "143" "90" "13" "150" 152 0.0106616597719148 0.0106616597719148
94 "140" "143" "90" "152" "13" 150 0.0013232969184269 0.0013232969184269
94 "140" "90" "143" "13" "150" 152 0.0486926020044194 0.0486926020044194
94 "140" "90" "143" "152" "13" 150 0.0165506890170198 0.0165506890170198
94 "140" "90" "143" "152" "150" 13 0.00064244818735197 0.00064244818735197
94 "140" "90" "143" "13" "152" 150 0.0156588543890864 0.0156588543890864
94 "140" "143" "90" "152" "150" 13 5.13664238206374e-05 5.13664238206374e-05
94 "140" "143" "90" "13" "152" 150 0.00342863948612239 0.00342863948612239
94 "140" "90" "150" "143" "152" 13 0.000805819533202038 0.000805819533202038
94 "140" "90" "150" "152" "143" 13 0.000154049615314953 0.000154049615314953
94 "140" "90" "150" "13" "143" 152 0.0131722889044049 0.0131722889044049
94 "140" "143" "90" "150" "152" 13 0.0172554556884876 0.0172554556884876
94 "140" "90" "143" "150" "152" 13 0.0178940524117691 0.0178940524117691
