"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.15289145251945 0.15289145251945
94 "143" "90" "150" "13" "152" 140 0.109053322353156 0.109053322353156
94 "140" "143" "90" "150" "13" 152 0.171054295779736 0.171054295779736
94 "140" "90" "150" "13" "152" 143 0.135028652479226 0.135028652479226
94 "140" "90" "150" "152" "13" 143 0.0131320660913993 0.0131320660913993
94 "140" "90" "150" "143" "13" 152 0.00145857451132577 0.00145857451132577
94 "140" "143" "90" "13" "150" 152 0.0109105886918372 0.0109105886918372
94 "140" "143" "90" "152" "13" 150 0.00288724451368967 0.00288724451368967
94 "143" "90" "150" "152" "13" 140 0.0103270986924095 0.0103270986924095
94 "143" "90" "150" "140" "152" 13 0.00161230311000031 0.00161230311000031
94 "140" "90" "143" "13" "150" 152 0.0447484187845669 0.0447484187845669
94 "140" "90" "143" "152" "13" 150 0.0128348458827269 0.0128348458827269
94 "140" "90" "143" "152" "150" 13 0.00049364791856642 0.00049364791856642
94 "140" "90" "143" "13" "152" 150 0.0126381517487794 0.0126381517487794
94 "143" "90" "150" "140" "13" 152 0.000973985155187903 0.000973985155187903
94 "143" "90" "150" "152" "140" 13 1.80543683433732e-05 1.80543683433732e-05
94 "140" "143" "90" "152" "150" 13 0.000111047865911141 0.000111047865911141
94 "140" "143" "90" "13" "152" 150 0.00308144241296657 0.00308144241296657
94 "140" "90" "150" "143" "152" 13 0.000389557167621168 0.000389557167621168
94 "140" "90" "150" "152" "143" 13 6.88744725073392e-05 6.88744725073392e-05
94 "140" "90" "150" "13" "143" 152 0.0101816937237477 0.0101816937237477
94 "140" "143" "90" "150" "152" 13 0.0161724061464478 0.0161724061464478
94 "143" "90" "150" "13" "140" 152 0.000366565789422373 0.000366565789422373
94 "140" "90" "143" "150" "152" 13 0.0144551918745662 0.0144551918745662
