"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.137264458419088 0.137264458419088
94 "140" "143" "90" "150" "13" 152 0.200524925396676 0.200524925396676
94 "140" "90" "150" "13" "152" 143 0.125982895374602 0.125982895374602
94 "140" "90" "150" "152" "13" 143 0.013024384913878 0.013024384913878
94 "140" "90" "150" "143" "13" 152 0.00595938507486677 0.00595938507486677
94 "140" "143" "90" "13" "150" 152 0.0184420787312607 0.0184420787312607
94 "140" "143" "90" "152" "13" 150 0.0174122501657109 0.0174122501657109
94 "140" "90" "143" "13" "150" 152 0.0192727564154554 0.0192727564154554
94 "140" "90" "143" "152" "13" 150 0.000311051996188602 0.000311051996188602
94 "140" "90" "143" "152" "150" 13 2.96882599399099e-05 2.96882599399099e-05
94 "140" "90" "143" "13" "152" 150 0.00832720433095401 0.00832720433095401
94 "140" "143" "90" "152" "150" 13 0.00166190674032816 0.00166190674032816
94 "140" "143" "90" "13" "152" 150 0.00796829236940885 0.00796829236940885
94 "140" "90" "150" "143" "152" 13 0.00136683143918963 0.00136683143918963
94 "140" "90" "150" "13" "143" 152 0.00995912216400015 0.00995912216400015
94 "140" "143" "90" "150" "152" 13 0.0234741480127061 0.0234741480127061
94 "140" "90" "143" "150" "152" 13 0.0160686568387424 0.0160686568387424
