"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.147294528666914 0.147294528666914
94 "140" "143" "90" "150" "13" 152 0.19110688079415 0.19110688079415
94 "140" "90" "150" "13" "152" 143 0.134628924321302 0.134628924321302
94 "140" "90" "150" "152" "13" 143 0.0136062298683755 0.0136062298683755
94 "140" "90" "150" "143" "13" 152 0.000200974150738982 0.000200974150738982
94 "140" "143" "90" "13" "150" 152 0.0103125768981233 0.0103125768981233
94 "140" "143" "90" "152" "13" 150 0.00508094783098166 0.00508094783098166
94 "140" "90" "143" "13" "150" 152 0.0347249767550138 0.0347249767550138
94 "140" "90" "143" "152" "13" 150 0.0110258725047483 0.0110258725047483
94 "140" "90" "143" "13" "152" 150 0.0129352463300273 0.0129352463300273
94 "140" "143" "90" "13" "152" 150 0.00384149205961133 0.00384149205961133
94 "140" "90" "150" "143" "152" 13 6.21036002283551e-05 6.21036002283551e-05
94 "140" "90" "150" "152" "143" 13 7.38131819260875e-05 7.38131819260875e-05
94 "140" "90" "150" "13" "143" 152 0.0111161497146029 0.0111161497146029
94 "140" "143" "90" "150" "152" 13 0.0179378299662379 0.0179378299662379
94 "140" "90" "143" "150" "152" 13 0.0138254792250533 0.0138254792250533
