"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.123751964654522 0.123751964654522
94 "140" "143" "90" "150" "13" 152 0.178518186910935 0.178518186910935
94 "140" "90" "150" "13" "152" 143 0.112552432268604 0.112552432268604
94 "140" "90" "150" "152" "13" 143 0.0137215304212639 0.0137215304212639
94 "140" "90" "150" "143" "13" 152 0.00535412139353869 0.00535412139353869
94 "140" "143" "90" "13" "150" 152 0.0260222897312807 0.0260222897312807
94 "140" "143" "90" "152" "13" 150 0.0153305391562247 0.0153305391562247
94 "140" "90" "143" "13" "150" 152 0.0298739073309392 0.0298739073309392
94 "140" "90" "143" "13" "152" 150 0.011227336601298 0.011227336601298
94 "140" "143" "90" "152" "150" 13 0.00171807766405966 0.00171807766405966
94 "140" "143" "90" "13" "152" 150 0.00977980559131648 0.00977980559131648
94 "140" "90" "150" "143" "152" 13 0.00117043583951776 0.00117043583951776
94 "140" "90" "150" "152" "143" 13 2.66437483908036e-05 2.66437483908036e-05
94 "140" "90" "150" "13" "143" 152 0.0090839561476629 0.0090839561476629
94 "140" "143" "90" "150" "152" 13 0.0222292761479134 0.0222292761479134
94 "140" "90" "143" "150" "152" 13 0.0154097273995095 0.0154097273995095
