"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.159937295015944 0.159937295015944
94 "140" "143" "90" "150" "13" 152 0.190149150670929 0.190149150670929
94 "140" "90" "150" "13" "152" 143 0.133739690220742 0.133739690220742
94 "140" "90" "150" "152" "13" 143 0.0110422106099719 0.0110422106099719
94 "140" "90" "150" "143" "13" 152 0.000438546169575237 0.000438546169575237
94 "140" "143" "90" "13" "150" 152 0.010528799112572 0.010528799112572
94 "140" "143" "90" "152" "13" 150 0.00253066494783775 0.00253066494783775
94 "140" "90" "143" "13" "150" 152 0.0457556405595023 0.0457556405595023
94 "140" "90" "143" "152" "13" 150 0.0052707698781962 0.0052707698781962
94 "140" "90" "143" "152" "150" 13 0.000110857492658046 0.000110857492658046
94 "140" "90" "143" "13" "152" 150 0.0184099165545292 0.0184099165545292
94 "140" "143" "90" "152" "150" 13 5.32262226122662e-05 5.32262226122662e-05
94 "140" "143" "90" "13" "152" 150 0.00423629328999954 0.00423629328999954
94 "140" "90" "150" "143" "152" 13 8.82787743950153e-05 8.82787743950153e-05
94 "140" "90" "150" "152" "143" 13 2.1113213403388e-05 2.1113213403388e-05
94 "140" "90" "150" "13" "143" 152 0.00902986959519611 0.00902986959519611
94 "140" "143" "90" "150" "152" 13 0.0150856337248154 0.0150856337248154
94 "140" "90" "143" "150" "152" 13 0.0126887521876118 0.0126887521876118
