"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.135537885877257 0.135537885877257
94 "140" "143" "90" "150" "13" 152 0.199332841495608 0.199332841495608
94 "140" "90" "150" "13" "152" 143 0.125803841925323 0.125803841925323
94 "140" "90" "150" "152" "13" 143 0.0171883750146491 0.0171883750146491
94 "140" "90" "150" "143" "13" 152 0.00721777466435462 0.00721777466435462
94 "140" "143" "90" "13" "150" 152 0.0254591682143044 0.0254591682143044
94 "140" "143" "90" "152" "13" 150 0.0169713680286889 0.0169713680286889
94 "140" "90" "143" "13" "150" 152 0.0270392723932732 0.0270392723932732
94 "140" "90" "143" "13" "152" 150 0.0127554828463919 0.0127554828463919
94 "140" "143" "90" "152" "150" 13 0.00176325901596768 0.00176325901596768
94 "140" "143" "90" "13" "152" 150 0.0120100858750088 0.0120100858750088
94 "140" "90" "150" "143" "152" 13 0.00164498120257384 0.00164498120257384
94 "140" "90" "150" "13" "143" 152 0.0111660214726618 0.0111660214726618
94 "140" "143" "90" "150" "152" 13 0.0250143173641547 0.0250143173641547
94 "140" "90" "143" "150" "152" 13 0.017008675874793 0.017008675874793
