"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.82398753894081 0.489878542510121 0.490818030050083 0.796428571428571 0.891071428571429 1
1 0.82398753894081 0.392712550607287 0.730841121495327 0.783783783783784 0.891071428571429 1
1 0.82398753894081 0.489878542510121 0.377295492487479 0.84006734006734 0.923497267759563 1
1 0.82398753894081 0.489878542510121 0.377295492487479 0.0942760942760943 1 1
1 0.82398753894081 0.489878542510121 0.377295492487479 0.0656565656565657 0.765714285714286 1
1 0.82398753894081 0.392712550607287 0.730841121495327 0.144144144144144 0.629402756508423 1
1 0.82398753894081 0.392712550607287 0.730841121495327 0.0720720720720721 0.908730158730159 1
1 0.82398753894081 0.489878542510121 0.490818030050083 0.203571428571429 0.629402756508423 1
1 0.82398753894081 0.489878542510121 0.490818030050083 0.203571428571429 0.370597243491577 1
1 0.82398753894081 0.392712550607287 0.730841121495327 0.0720720720720721 0.0912698412698413 1
1 0.82398753894081 0.392712550607287 0.730841121495327 0.144144144144144 0.370597243491577 1
1 0.82398753894081 0.489878542510121 0.377295492487479 0.0656565656565657 0.234285714285714 1
1 0.82398753894081 0.489878542510121 0.377295492487479 0.84006734006734 0.0765027322404372 1
1 0.82398753894081 0.392712550607287 0.730841121495327 0.783783783783784 0.108928571428571 1
1 0.82398753894081 0.489878542510121 0.490818030050083 0.796428571428571 0.108928571428571 1
