"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.226078496658329 0.226078496658329
94 "140" "90" "143" "150" "13" 152 0.136464659129379 0.136464659129379
94 "140" "90" "150" "13" "152" 143 0.12200523389936 0.12200523389936
94 "140" "90" "150" "152" "13" 143 0.0142230975025404 0.0142230975025404
94 "140" "90" "150" "143" "13" 152 0.00627974270943296 0.00627974270943296
94 "140" "90" "143" "13" "150" 152 0.0226959126180831 0.0226959126180831
94 "140" "143" "90" "13" "150" 152 0.021966258516537 0.021966258516537
94 "140" "143" "90" "152" "13" 150 0.0192942923232007 0.0192942923232007
94 "140" "143" "90" "152" "150" 13 0.00194635405014743 0.00194635405014743
94 "140" "143" "90" "13" "152" 150 0.00989471104348513 0.00989471104348513
94 "140" "90" "143" "13" "152" 150 0.0102233840621996 0.0102233840621996
94 "140" "90" "150" "143" "152" 13 0.00149379560986511 0.00149379560986511
94 "140" "90" "150" "152" "143" 13 2.83894161727353e-05 2.83894161727353e-05
94 "140" "90" "150" "13" "143" 152 0.00988579958473074 0.00988579958473074
94 "140" "90" "143" "150" "152" 13 0.0157870880169282 0.0157870880169282
94 "140" "143" "90" "150" "152" 13 0.0261541790251793 0.0261541790251793
