"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.139332824703855 0.139332824703855
94 "140" "143" "90" "150" "13" 152 0.178939386777786 0.178939386777786
94 "140" "90" "150" "13" "152" 143 0.13868180263606 0.13868180263606
94 "140" "90" "150" "152" "13" 143 0.0162217047408308 0.0162217047408308
94 "140" "90" "150" "143" "13" 152 0.00560626650740185 0.00560626650740185
94 "140" "143" "90" "13" "150" 152 0.0211559467728028 0.0211559467728028
94 "140" "143" "90" "152" "13" 150 0.0156274314372236 0.0156274314372236
94 "140" "90" "143" "13" "150" 152 0.0262418845913984 0.0262418845913984
94 "140" "90" "143" "13" "152" 150 0.0170307180302762 0.0170307180302762
94 "140" "143" "90" "152" "150" 13 0.00160019450446517 0.00160019450446517
94 "140" "143" "90" "13" "152" 150 0.013729995759117 0.013729995759117
94 "140" "90" "150" "143" "152" 13 0.00178183664188741 0.00178183664188741
94 "140" "90" "150" "152" "143" 13 3.21221876056055e-05 3.21221876056055e-05
94 "140" "90" "150" "13" "143" 152 0.0111489292315264 0.0111489292315264
94 "140" "143" "90" "150" "152" 13 0.0204703834972615 0.0204703834972615
94 "140" "90" "143" "150" "152" 13 0.0159394552915653 0.0159394552915653
