"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.182955256257924 0.182955256257924
94 "140" "90" "143" "150" "13" 152 0.113186054121371 0.113186054121371
94 "140" "90" "143" "13" "150" 152 0.025578079785528 0.025578079785528
94 "140" "143" "90" "13" "150" 152 0.0251848998582409 0.0251848998582409
94 "140" "143" "90" "152" "13" 150 0.0162285190120401 0.0162285190120401
94 "140" "143" "90" "152" "150" 13 0.00160149858671449 0.00160149858671449
94 "140" "143" "90" "13" "152" 150 0.0104751353392683 0.0104751353392683
94 "140" "90" "143" "13" "152" 150 0.0106386703532727 0.0106386703532727
94 "140" "90" "143" "150" "152" 13 0.0144933361984683 0.0144933361984683
94 "140" "143" "90" "150" "152" 13 0.023427197447661 0.023427197447661
