"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.148958309732071 0.148958309732071
94 "140" "143" "90" "150" "13" 152 0.135535416872846 0.135535416872846
94 "140" "90" "150" "13" "152" 143 0.165640646711258 0.165640646711258
94 "140" "90" "150" "152" "13" 143 0.0297437655492456 0.0297437655492456
94 "140" "90" "150" "143" "13" 152 0.00324804443071948 0.00324804443071948
94 "140" "143" "90" "13" "150" 152 0.019582732611258 0.019582732611258
94 "140" "143" "90" "152" "13" 150 0.000300622744393647 0.000300622744393647
94 "140" "90" "143" "13" "150" 152 0.0287486124017178 0.0287486124017178
94 "140" "90" "143" "13" "152" 150 0.0146589459276086 0.0146589459276086
94 "140" "143" "90" "152" "150" 13 3.92391792682233e-05 3.92391792682233e-05
94 "140" "143" "90" "13" "152" 150 0.00998525474732464 0.00998525474732464
94 "140" "90" "150" "143" "152" 13 0.000355674286834984 0.000355674286834984
94 "140" "90" "150" "152" "143" 13 0.000167099806456436 0.000167099806456436
94 "140" "90" "150" "13" "143" 152 0.0134641735511987 0.0134641735511987
94 "140" "143" "90" "150" "152" 13 0.0231801014772473 0.0231801014772473
94 "140" "90" "143" "150" "152" 13 0.0254757672580001 0.0254757672580001
