"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.120925002018024 0.120925002018024
94 "140" "143" "90" "150" "13" 152 0.174838799497927 0.174838799497927
94 "140" "90" "150" "13" "152" 143 0.109770092432196 0.109770092432196
94 "140" "90" "150" "152" "13" 143 0.0143179846965958 0.0143179846965958
94 "140" "90" "150" "143" "13" 152 0.00638458150195846 0.00638458150195846
94 "140" "143" "90" "13" "150" 152 0.0276749880955256 0.0276749880955256
94 "140" "143" "90" "152" "13" 150 0.0132569262873552 0.0132569262873552
94 "140" "90" "143" "13" "150" 152 0.027152420168067 0.027152420168067
94 "140" "90" "143" "13" "152" 150 0.011601488617265 0.011601488617265
94 "140" "143" "90" "152" "150" 13 0.0014504295719207 0.0014504295719207
94 "140" "143" "90" "13" "152" 150 0.0118247676408155 0.0118247676408155
94 "140" "90" "150" "143" "152" 13 0.00196201245148346 0.00196201245148346
94 "140" "90" "150" "152" "143" 13 5.67048898875081e-05 5.67048898875081e-05
94 "140" "90" "150" "13" "143" 152 0.00870517174027089 0.00870517174027089
94 "140" "143" "90" "150" "152" 13 0.0222397690163704 0.0222397690163704
94 "140" "90" "143" "150" "152" 13 0.0153818495717643 0.0153818495717643
