"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
143 "90" "150" "13" "152" "140" 94 0.197752746522654 0.197752746522654
143 "94" "140" "90" "150" "13" 152 0.222183432943229 0.222183432943229
143 "94" "140" "90" "13" "150" 152 0.0146576377642063 0.0146576377642063
143 "94" "140" "90" "152" "13" 150 0.000867927551350607 0.000867927551350607
143 "90" "150" "13" "94" "140" 152 0.0053391602150926 0.0053391602150926
143 "90" "150" "13" "140" "94" 152 0.00152076080283817 0.00152076080283817
143 "90" "150" "13" "140" "152" 94 8.09872616896068e-05 8.09872616896068e-05
143 "94" "140" "90" "152" "150" 13 2.86500356756511e-05 2.86500356756511e-05
143 "94" "140" "90" "13" "152" 150 0.00596364673739766 0.00596364673739766
143 "94" "140" "90" "150" "152" 13 0.0207890931408869 0.0207890931408869
143 "90" "150" "13" "152" "94" 140 0.0809514167051799 0.0809514167051799
