"P1" "P2" "P3" "P4" "P5" "P6" "P7"
1 0.831007751937984 0.464220183486239 0.479201331114809 0.799632352941177 0.890681003584229 1
1 0.831007751937984 0.357798165137615 0.732209737827715 0.788359788359788 0.890681003584229 1
1 0.831007751937984 0.464220183486239 0.389351081530782 0.839255499153976 0.920863309352518 1
1 0.831007751937984 0.464220183486239 0.389351081530782 0.101522842639594 0.996 1
1 0.831007751937984 0.464220183486239 0.389351081530782 0.0592216582064298 0.747609942638623 1
1 0.831007751937984 0.357798165137615 0.732209737827715 0.139329805996473 0.624427480916031 1
1 0.831007751937984 0.357798165137615 0.732209737827715 0.072310405643739 0.906 1
1 0.831007751937984 0.464220183486239 0.479201331114809 0.198529411764706 0.624427480916031 1
1 0.831007751937984 0.464220183486239 0.479201331114809 0.00183823529411765 0.906 1
1 0.831007751937984 0.464220183486239 0.479201331114809 0.00183823529411765 0.094 1
1 0.831007751937984 0.464220183486239 0.479201331114809 0.198529411764706 0.375572519083969 1
1 0.831007751937984 0.357798165137615 0.732209737827715 0.072310405643739 0.094 1
1 0.831007751937984 0.357798165137615 0.732209737827715 0.139329805996473 0.375572519083969 1
1 0.831007751937984 0.464220183486239 0.389351081530782 0.0592216582064298 0.252390057361377 1
1 0.831007751937984 0.464220183486239 0.389351081530782 0.101522842639594 0.004 1
1 0.831007751937984 0.464220183486239 0.389351081530782 0.839255499153976 0.079136690647482 1
1 0.831007751937984 0.357798165137615 0.732209737827715 0.788359788359788 0.109318996415771 1
1 0.831007751937984 0.464220183486239 0.479201331114809 0.799632352941177 0.109318996415771 1
