"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.129799038524205 0.129799038524205
94 "140" "143" "90" "150" "13" 152 0.16354978282276 0.16354978282276
94 "140" "90" "150" "13" "152" 143 0.117773720617111 0.117773720617111
94 "140" "90" "150" "152" "13" 143 0.01555756293174 0.01555756293174
94 "140" "90" "150" "143" "13" 152 0.00615173455610988 0.00615173455610988
94 "140" "143" "90" "13" "150" 152 0.0332146709090861 0.0332146709090861
94 "140" "143" "90" "152" "13" 150 0.008138251991816 0.008138251991816
94 "140" "90" "143" "13" "150" 152 0.029017361087906 0.029017361087906
94 "140" "90" "143" "13" "152" 150 0.0142973890797207 0.0142973890797207
94 "140" "143" "90" "152" "150" 13 0.000760749642713235 0.000760749642713235
94 "140" "143" "90" "13" "152" 150 0.0163654810547196 0.0163654810547196
94 "140" "90" "150" "143" "152" 13 0.00189397078219135 0.00189397078219135
94 "140" "90" "150" "152" "143" 13 3.09911612186056e-05 3.09911612186056e-05
94 "140" "90" "150" "13" "143" 152 0.00919756675295534 0.00919756675295534
94 "140" "143" "90" "150" "152" 13 0.0203629176241776 0.0203629176241776
94 "140" "90" "143" "150" "152" 13 0.0161607498557805 0.0161607498557805
