"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.117645315647977 0.117645315647977
94 "140" "143" "90" "150" "13" 152 0.155315773611249 0.155315773611249
94 "140" "90" "150" "13" "152" 143 0.111844924397889 0.111844924397889
94 "140" "90" "150" "152" "13" 143 0.0144582170914511 0.0144582170914511
94 "140" "90" "150" "143" "13" 152 0.00553219947869455 0.00553219947869455
94 "140" "143" "90" "13" "150" 152 0.0212925973545307 0.0212925973545307
94 "140" "143" "90" "152" "13" 150 0.0133485472849996 0.0133485472849996
94 "140" "90" "143" "13" "150" 152 0.0278239430601603 0.0278239430601603
94 "140" "90" "143" "13" "152" 150 0.0101233082593612 0.0101233082593612
94 "140" "143" "90" "152" "150" 13 0.00135503611748376 0.00135503611748376
94 "140" "143" "90" "13" "152" 150 0.00774697986537392 0.00774697986537392
94 "140" "90" "150" "143" "152" 13 0.001696909067031 0.001696909067031
94 "140" "90" "150" "13" "143" 152 0.00871795038082406 0.00871795038082406
94 "140" "143" "90" "150" "152" 13 0.0185541001231165 0.0185541001231165
94 "140" "90" "143" "150" "152" 13 0.0140539683433036 0.0140539683433036
