"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.145614306535003 0.145614306535003
94 "140" "143" "90" "150" "13" 152 0.212174422379185 0.212174422379185
94 "140" "90" "150" "13" "152" 143 0.131199809022099 0.131199809022099
94 "140" "90" "150" "152" "13" 143 0.0124590281814015 0.0124590281814015
94 "140" "90" "150" "143" "13" 152 0.00128300474295731 0.00128300474295731
94 "140" "143" "90" "13" "150" 152 0.012082941794141 0.012082941794141
94 "140" "143" "90" "152" "13" 150 0.00167996900992589 0.00167996900992589
94 "140" "90" "143" "13" "150" 152 0.0424968439160072 0.0424968439160072
94 "140" "90" "143" "152" "13" 150 0.0136442225128672 0.0136442225128672
94 "140" "90" "143" "152" "150" 13 7.87166683434646e-05 7.87166683434646e-05
94 "140" "90" "143" "13" "152" 150 0.0154444548491045 0.0154444548491045
94 "140" "143" "90" "152" "150" 13 9.6921289034186e-06 9.6921289034186e-06
94 "140" "143" "90" "13" "152" 150 0.00439125430944476 0.00439125430944476
94 "140" "90" "150" "143" "152" 13 0.000322802899080943 0.000322802899080943
94 "140" "90" "150" "152" "143" 13 0.000119798347898092 0.000119798347898092
94 "140" "90" "150" "13" "143" 152 0.010111263477267 0.010111263477267
94 "140" "143" "90" "150" "152" 13 0.0188867383557229 0.0188867383557229
94 "140" "90" "143" "150" "152" 13 0.012961879558987 0.012961879558987
