"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "90" "143" "150" "13" 152 0.162573038596741 0.162573038596741
94 "140" "143" "90" "150" "13" 152 0.179694924089307 0.179694924089307
94 "140" "90" "150" "13" "152" 143 0.153726355131162 0.153726355131162
94 "140" "90" "150" "152" "13" 143 0.0130544774951306 0.0130544774951306
94 "140" "90" "150" "143" "13" 152 0.000714704987387574 0.000714704987387574
94 "140" "143" "90" "13" "150" 152 0.0101904906733892 0.0101904906733892
94 "140" "143" "90" "152" "13" 150 0.000655163929415156 0.000655163929415156
94 "140" "90" "143" "13" "150" 152 0.0437236799072248 0.0437236799072248
94 "140" "90" "143" "152" "13" 150 0.0115523405781208 0.0115523405781208
94 "140" "90" "143" "152" "150" 13 0.000400537355810757 0.000400537355810757
94 "140" "90" "143" "13" "152" 150 0.0144469927045754 0.0144469927045754
94 "140" "143" "90" "152" "150" 13 2.27155376987007e-05 2.27155376987007e-05
94 "140" "143" "90" "13" "152" 150 0.00336709866888791 0.00336709866888791
94 "140" "90" "150" "143" "152" 13 0.00016353419202936 0.00016353419202936
94 "140" "90" "150" "152" "143" 13 0.000119110196123454 0.000119110196123454
94 "140" "90" "150" "13" "143" 152 0.0093333858472491 0.0093333858472491
94 "140" "143" "90" "150" "152" 13 0.014517543238813 0.014517543238813
94 "140" "90" "143" "150" "152" 13 0.0131342670320527 0.0131342670320527
