"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
143 "90" "150" "13" "152" "140" 94 0.223201609407749 0.223201609407749
143 "94" "140" "90" "150" "13" 152 0.215515422909806 0.215515422909806
143 "94" "140" "90" "13" "150" 152 0.0123198284317173 0.0123198284317173
143 "94" "140" "90" "152" "13" 150 0.00251619749177051 0.00251619749177051
143 "90" "150" "13" "94" "140" 152 0.00162143714510212 0.00162143714510212
143 "90" "150" "13" "140" "94" 152 0.000509476426090087 0.000509476426090087
143 "90" "150" "13" "140" "152" 94 3.10026222772873e-05 3.10026222772873e-05
143 "94" "140" "90" "152" "150" 13 0.000106454509267214 0.000106454509267214
143 "94" "140" "90" "13" "152" 150 0.00516451824186746 0.00516451824186746
143 "94" "140" "90" "150" "152" 13 0.0174634965157117 0.0174634965157117
143 "90" "150" "13" "152" "94" 140 0.0756833043394091 0.0756833043394091
