"N1" "N2" "N3" "N4" "N5" "N6" "N7" "P" "prob"
94 "140" "143" "90" "150" "13" 152 0.191122253908971 0.191122253908971
94 "140" "90" "143" "150" "13" 152 0.108481318848585 0.108481318848585
94 "140" "90" "143" "13" "150" 152 0.0218027252374315 0.0218027252374315
94 "140" "143" "90" "13" "150" 152 0.0240374376010017 0.0240374376010017
94 "140" "143" "90" "152" "13" 150 0.0171614062006758 0.0171614062006758
94 "140" "143" "90" "152" "150" 13 0.00169728193193497 0.00169728193193497
94 "140" "143" "90" "13" "152" 150 0.0117940698509588 0.0117940698509588
94 "140" "90" "143" "13" "152" 150 0.0106975988314501 0.0106975988314501
94 "140" "90" "143" "150" "152" 13 0.0124764089903831 0.0124764089903831
94 "140" "143" "90" "150" "152" 13 0.0219809219895308 0.0219809219895308
